sequence,image,label,area,perimeter,aspect_ratio,max_diameter,circularity
1,12103_mask.png,1,446.0,98.8700576850888,3.2206335874511702,43.18564576337837,0.5733438358221984
2,12103_mask.png,2,292.0,73.83452377915606,2.575318971835758,31.400636936215164,0.6730909623398402
3,12103_mask.png,3,1772.0,155.53910524340094,1.1197756205028966,50.24937810560445,0.920437679755482
4,12103_mask.png,4,2175.0,172.61017305526642,1.0386019152852075,54.230987451824994,0.9173527123273184
5,12103_mask.png,5,2106.0,170.95331880577402,1.2103155054813202,56.462376853972415,0.9055515078743244
6,12103_mask.png,6,394.0,73.11269837220809,1.196807368815219,23.769728648009423,0.9262334486308288
7,12103_mask.png,7,1751.0,153.19595949289334,1.0336908224691652,48.05205510693585,0.9375650034502376
8,12103_mask.png,8,1827.0,156.95331880577402,1.1063682503693824,51.10772935672255,0.931981742546684
9,12103_mask.png,9,1295.0,130.8111831820431,1.1017645421541102,42.5440947723653,0.9510205134202904
10,12103_mask.png,10,1855.0,158.95331880577402,1.0651136376686,49.8196748283246,0.9226023955111232
11,12103_mask.png,11,1677.0,150.71067811865476,1.0349764871252511,46.87216658103186,0.9278010907475666
12,12103_mask.png,12,1729.0,154.36753236814712,1.057511969873881,48.54894437575342,0.9117860295789438
13,12103_mask.png,13,1582.0,148.36753236814712,1.0659251126735978,46.400431032480725,0.9031057262066328
14,12103_mask.png,14,1914.0,164.12489168102783,1.223202647186759,53.46026561849464,0.8929001430003413
15,12103_mask.png,15,1752.0,153.53910524340094,1.1024528743422517,49.4064773081425,0.9339119984468338
16,12103_mask.png,16,1887.0,159.4386001800126,1.0334519013997046,50.00999900019995,0.9328134913694236
17,12103_mask.png,17,1551.0,146.12489168102786,1.1464169254546337,47.50789408087881,0.9127950102366296
18,12103_mask.png,18,1724.0,152.36753236814712,1.1318084799814838,49.39635614091387,0.9331731991828832
19,12103_mask.png,19,1476.0,144.95331880577402,1.3903079826043667,50.69516742254631,0.8827544081735462
20,12103_mask.png,20,1722.0,153.88225099390854,1.1731714101882509,50.80354318352215,0.9138311334874056
21,12103_mask.png,21,1755.0,155.29646455628165,1.0378790726912728,49.09175083453431,0.9144581760561412
22,12103_mask.png,22,1792.0,156.12489168102783,1.0303326691519443,49.20365840057018,0.923854480117096
23,12103_mask.png,23,1580.0,147.53910524340094,1.2171544472843665,48.87739763939975,0.9121214317874508
24,12103_mask.png,24,1955.0,163.6812408671319,1.0224968708491091,50.80354318352215,0.9169777718727364
25,12103_mask.png,25,1773.0,154.95331880577402,1.0899151314604418,49.678969393496885,0.927933459321582
26,12103_mask.png,26,2010.0,166.0243866176395,1.0790709885117649,52.61178575186362,0.9163516214249134
27,12103_mask.png,27,678.0,112.5269119345812,2.491839061742425,46.17358552246078,0.672863168636695
28,12103_mask.png,28,1635.0,150.71067811865476,1.0204600126330212,46.86149805543992,0.9045645696912769
29,12103_mask.png,29,1791.0,158.36753236814712,1.1224737146910415,50.48762224545735,0.8973733140321934
30,12103_mask.png,30,1680.0,153.88225099390854,1.0617543679024186,48.91829923454004,0.8915425692560055
31,12103_mask.png,31,1586.0,146.71067811865476,1.14868464279726,47.80167361086848,0.9259543964350964
32,12103_mask.png,32,1400.0,140.46803743153546,1.0989078436576412,44.68780594300866,0.8916263003024795
33,12103_mask.png,33,2034.0,167.6812408671319,1.1447427825132357,53.60037313302959,0.9090585467146725
34,12103_mask.png,34,2410.0,183.095454429505,1.1835357133952638,60.67124524847005,0.9033827250841
35,12103_mask.png,35,1339.0,137.0538238691624,1.22966461852374,45.18849411078001,0.895793953915667
36,12103_mask.png,36,1433.0,139.0538238691624,1.080594024711949,44.654227123532216,0.9313012421056616
37,12103_mask.png,37,2033.0,166.61017305526642,1.043742868164065,52.0,0.9203313408758088
38,12103_mask.png,38,2293.0,175.4386001800126,1.0418362295111585,55.0,0.9361891678616324
39,12103_mask.png,39,1811.0,157.19595949289334,1.1228068743171329,50.96076922496363,0.9209701547351596
40,12103_mask.png,40,2094.0,168.95331880577402,1.0357400119829223,53.60037313302959,0.9218347743895724
41,12103_mask.png,41,1757.0,156.95331880577405,1.0961315562706953,49.24428900898052,0.8962736298054316
42,12103_mask.png,42,1407.0,138.46803743153546,1.0814634897400877,44.27188724235731,0.9221570436700384
43,12103_mask.png,43,1702.0,151.0538238691624,1.0697595526249155,48.82622246293481,0.9373590403235728
44,12103_mask.png,44,2138.0,170.8528137423857,1.0528777250700618,53.41348144429457,0.9203929721865738
45,12103_mask.png,45,1948.0,162.36753236814712,1.017924849218409,50.566787519082126,0.928539612106921
46,12103_mask.png,46,1539.0,145.29646455628165,1.063428922427128,45.5411901469428,0.9160905223215732
47,12103_mask.png,47,1495.0,143.53910524340094,1.1479290879265274,46.52956049652737,0.9118230934802254
48,12103_mask.png,48,1434.0,143.49747468305833,1.397294633356236,49.24428900898052,0.8751258224244056
49,12103_mask.png,49,1593.0,209.73401871576772,4.4483272967005165,86.14522621712709,0.4550801398995731
50,12103_mask.png,50,970.0,117.59797974644668,1.3031983744415214,41.340053217188775,0.8814179212130224
51,12104_mask.png,1,1453.0,141.53910524340094,1.103442571436043,44.94441010848846,0.9114284621895046
52,12104_mask.png,2,1522.0,148.46803743153546,1.2267075568506798,48.66210024238576,0.8676779899613928
53,12104_mask.png,3,718.0,117.01219330881976,2.190795953843707,47.01063709417264,0.6589797486695032
54,12104_mask.png,4,1818.0,156.95331880577405,1.056838993450868,49.20365840057018,0.9273906994799516
55,12104_mask.png,5,1677.0,151.53910524340094,1.0394739312094596,46.87216658103186,0.917684696405048
56,12104_mask.png,6,2068.0,168.8528137423857,1.0383915941096225,52.009614495783374,0.9114729705680936
57,12104_mask.png,7,2438.0,182.6101730552664,1.1216188645352434,58.2494635168428,0.9187421242928
58,12104_mask.png,8,3007.0,204.06601717798213,1.117698024256241,65.0,0.907406561877504
59,12104_mask.png,9,1338.0,134.46803743153546,1.09750833489448,43.08131845707603,0.9298820078940055
60,12104_mask.png,10,1075.0,120.5685424949238,1.1223789454271271,38.63935817272331,0.9292879514699186
61,12104_mask.png,11,1368.0,136.46803743153546,1.0899817799641218,43.829214001622255,0.9230687948991289
62,12104_mask.png,12,2016.0,165.78174593052023,1.0365905033934764,51.40038910358559,0.9217793476875245
63,12104_mask.png,13,1453.0,142.12489168102783,1.1351380732976724,45.70557952810576,0.9039308007853468
64,12104_mask.png,14,1641.0,148.95331880577402,1.0590232406957425,46.87216658103186,0.929432975591103
65,12104_mask.png,15,605.0,109.1126983722081,2.4421352409494106,45.17742799230607,0.6385790207239278
66,12104_mask.png,16,1832.0,157.19595949289334,1.0532789696145837,49.24428900898052,0.9316495436084
67,12104_mask.png,17,1620.0,148.46803743153546,1.053118993717632,47.20169488482379,0.9235468749917582
68,12104_mask.png,18,1560.0,144.46803743153546,1.1427174584670985,47.53945729601885,0.9392710056791116
69,12104_mask.png,19,1606.0,147.88225099390854,1.105997225045762,47.29693436154187,0.9228333900299288
70,12104_mask.png,20,1781.0,155.78174593052023,1.0542748984059105,48.46648326421054,0.922232981481504
71,12104_mask.png,21,861.0,122.08326112068522,1.9049548334709112,45.39823785126467,0.7259400749733241
72,12104_mask.png,22,1553.0,147.88225099390854,1.1798444587142607,48.60041152089147,0.892378738926824
73,12104_mask.png,23,1366.0,136.71067811865476,1.024186636759388,43.41658669218482,0.9184503591919044
74,12104_mask.png,24,1911.0,160.95331880577405,1.0286034372891737,50.69516742254631,0.9269806716516956
75,12104_mask.png,25,1612.0,147.29646455628165,1.1371087866663416,48.02082881417188,0.9336632301952424
76,12104_mask.png,26,1719.0,151.29646455628165,1.0552037109577437,48.25971404805462,0.9436874540487168
77,12104_mask.png,27,1723.0,153.29646455628165,1.0787691903033316,48.82622246293481,0.921363203026442
78,12104_mask.png,28,1673.0,151.53910524340097,1.0406385794386876,46.86149805543992,0.915495824141708
79,12104_mask.png,29,1832.0,157.29646455628165,1.0489637043073048,49.678969393496885,0.9304593632396952
80,12104_mask.png,30,2001.0,166.0243866176395,1.1856837770847082,54.74486277268398,0.9122485544633092
81,12104_mask.png,31,1219.0,128.46803743153546,1.082257041867334,41.0,0.9281611590933756
82,12104_mask.png,32,2357.0,178.50966799187808,1.0432434211635415,55.78530272392541,0.9294926545448166
83,12104_mask.png,33,1741.0,157.53910524340094,1.1316629104103602,50.96076922496363,0.8815194235969191
84,12104_mask.png,34,1476.0,141.29646455628165,1.1337965192248975,45.803929962395145,0.9290383268800398
85,12104_mask.png,35,2064.0,168.36753236814712,1.095818967891636,53.41348144429457,0.9149615910882408
86,12104_mask.png,36,558.0,97.94112549695429,2.019074351853916,37.21558813185679,0.7309941174982544
87,12104_mask.png,37,1593.0,148.36753236814712,1.1279934449687192,47.41307836451879,0.9093852224065524
88,12104_mask.png,38,1339.0,136.4680374315355,1.1325196802510036,43.965895873961216,0.9035008160598924
89,12104_mask.png,39,1836.0,159.78174593052023,1.0984198236719425,51.0,0.90370818580098
90,12104_mask.png,40,978.0,112.9116882454314,1.0752267587022744,36.40054944640259,0.9639864221042708
91,12104_mask.png,41,2011.0,164.61017305526642,1.051345547724298,51.62363799656123,0.9326283041527178
92,12104_mask.png,42,1614.0,150.61017305526642,1.1083717132620023,48.05205510693585,0.8941384672766787
93,12104_mask.png,43,658.0,102.52691193458118,1.7407550307836073,38.2099463490856,0.786610979539135
94,12104_mask.png,44,1808.0,157.19595949289334,1.0216282555371776,48.38388161361178,0.919444527753268
95,12104_mask.png,45,1642.0,151.19595949289334,1.0975416833409954,48.104053883222775,0.9026152068218292
96,12104_mask.png,46,1417.0,137.63961030678928,1.0473976608169446,43.46262762420146,0.9399242306192148
97,12104_mask.png,47,1113.0,125.0538238691624,1.0338882724374576,38.948684188300895,0.8943573414200534
98,12104_mask.png,48,1682.0,150.12489168102786,1.020437022619186,46.84015371452148,0.9378436481778674
99,12104_mask.png,49,1195.0,128.8111831820431,1.0939134571145486,40.60788100849391,0.905045952469058
100,12104_mask.png,50,1397.0,136.71067811865476,1.0349166944737218,42.7551166528639,0.9392936689539462
101,12104_mask.png,51,2261.0,175.19595949289334,1.0450214587984776,55.569775957799216,0.9256829285774852
102,12104_mask.png,52,2498.0,185.33809511662423,1.0421196536039556,57.87054518492115,0.9138457741672882
103,12104_mask.png,53,1359.0,135.63961030678928,1.0792583825741473,43.08131845707603,0.9282313966930532
104,12104_mask.png,54,1705.0,153.19595949289334,1.0201347023254492,47.16990566028302,0.9129345122116822
105,12104_mask.png,55,1689.0,152.71067811865476,1.0235776688184934,47.80167361086848,0.9101242837357628
106,12104_mask.png,56,1123.0,124.5685424949238,1.0759941970908986,40.22437072223753,0.9094374918964394
107,12104_mask.png,57,1287.0,132.22539674441617,1.0987555831007023,43.08131845707603,0.9250360397103876
108,12104_mask.png,58,1997.0,165.19595949289334,1.190260021469555,54.81788029466298,0.9195790898704704
