image,label,area,perimeter,aspect_ratio,max_diameter
12622_mask.png,1,1690.0,156.22539674441617,1.3644608726879668,53.48831648126533
12622_mask.png,2,1048.0,126.66904755831214,1.626707393244916,46.389654018972806
12622_mask.png,3,978.0,114.91168824543142,1.1378110861405208,36.89173349139343
12622_mask.png,4,1915.0,160.61017305526642,1.0574047145642198,50.774009099144415
12622_mask.png,5,1955.0,162.36753236814712,1.0599933145055487,50.99019513592785
12622_mask.png,6,1621.0,147.78174593052023,1.0448885687181513,46.32493928760188
12622_mask.png,7,1919.0,160.0243866176395,1.127246293418072,53.14132102234569
12622_mask.png,8,1620.0,147.29646455628165,1.0203522534931893,46.04345773288535
12622_mask.png,9,2104.0,170.61017305526642,1.218263596086811,57.0087712549569
12622_mask.png,10,2312.0,178.26702730475878,1.1164359981477636,56.61271941887264
12622_mask.png,11,1650.0,149.0538238691624,1.0562274529398967,47.20169488482379
12622_mask.png,12,542.0,86.18376618407356,1.2470807655876026,28.600699292150182
12622_mask.png,13,2118.0,168.61017305526642,1.046191078748356,53.009433122794285
12622_mask.png,14,1687.0,153.19595949289334,1.1030305507697933,48.104053883222775
12622_mask.png,15,553.0,85.59797974644667,1.1475286660843695,28.42534080710379
12622_mask.png,16,1518.0,143.88225099390854,1.1269640643106786,46.57252408878007
12622_mask.png,17,1392.0,137.0538238691624,1.04331585795666,43.266615305567875
12622_mask.png,18,1926.0,161.78174593052023,1.0895007121316036,51.66236541235796
12622_mask.png,19,835.0,125.01219330881975,2.3429413853044667,51.15662224971465
12622_mask.png,20,1587.0,146.71067811865476,1.06674926120566,46.400431032480725
12622_mask.png,21,1215.0,128.8111831820431,1.1638546857720764,42.5440947723653
12622_mask.png,22,1671.0,152.61017305526642,1.1005091221730503,48.507731342539614
12622_mask.png,23,2031.0,166.0243866176395,1.1197748719374214,53.33854141237835
12622_mask.png,24,1979.0,163.78174593052023,1.0399970355962618,51.22499389946279
12622_mask.png,25,1326.0,134.81118318204307,1.175476467774658,44.598206241955516
12622_mask.png,26,1703.0,151.53910524340094,1.0185538328044101,47.4236228055175
12622_mask.png,27,1190.0,129.0538238691624,1.201466972993549,43.174066289845804
12622_mask.png,28,682.0,96.42640687119285,1.2081364617219874,32.01562118716424
12622_mask.png,29,1618.0,148.46803743153546,1.087055764628245,47.01063709417264
12622_mask.png,30,1423.0,138.71067811865476,1.2100500860323995,46.52956049652737
12622_mask.png,31,2179.0,174.61017305526642,1.0970568186192011,55.17245689653489
12622_mask.png,32,1547.0,145.19595949289334,1.1404131847004773,47.07440918375928
12622_mask.png,33,1829.0,159.78174593052023,1.0712050188251616,50.00999900019995
12622_mask.png,34,920.0,110.32590180780451,1.0181448532724273,34.539832078341085
12622_mask.png,35,1516.0,143.0538238691624,1.158550356713881,47.50789408087881
12622_mask.png,36,1200.0,127.05382386916237,1.0678502485690666,40.80441152620633
12622_mask.png,37,718.0,114.42640687119285,2.169020795986449,47.042533945356304
12622_mask.png,38,1254.0,130.22539674441617,1.0572602656094348,41.23105625617661
12622_mask.png,39,1559.0,147.88225099390854,1.0867554063608325,47.50789408087881
12622_mask.png,40,1165.0,126.22539674441617,1.0863139360090552,40.80441152620633
12622_mask.png,41,1547.0,145.53910524340094,1.1095872268188391,46.647615158762406
12622_mask.png,42,889.0,110.66904755831214,1.2489159236611815,37.0
12622_mask.png,43,1412.0,180.36753236814712,2.196931723310203,72.02777242147643
12622_mask.png,44,1537.0,145.29646455628165,1.2069389041713139,48.41487374764082
12622_mask.png,45,1521.0,144.95331880577402,1.1921039064729748,48.16637831516918
12622_mask.png,46,1700.0,151.53910524340094,1.0384416827764453,47.29693436154187
12622_mask.png,47,2015.0,165.4386001800126,1.1034684280857119,53.150729063673246
12622_mask.png,48,1903.0,183.9594154601839,1.8859612934213523,70.60453243241541
12622_mask.png,49,1943.0,170.6101730552664,1.522556833371946,60.67124524847005
12622_mask.png,50,2708.0,192.75230867899737,1.0166765235983786,59.481089431852205
12622_mask.png,51,1317.0,136.46803743153546,1.0828544052890017,43.86342439892262
12622_mask.png,52,1187.0,126.8111831820431,1.056641342699138,40.0
12622_mask.png,53,1529.0,146.12489168102786,1.0682682919139959,46.52956049652737
12622_mask.png,54,1413.0,139.29646455628165,1.1463830866972247,45.60701700396552
12622_mask.png,55,1775.0,156.95331880577402,1.2620027090443082,52.773099207835045
12622_mask.png,56,1473.0,141.88225099390854,1.1233958741329242,46.17358552246078
12622_mask.png,57,1468.0,149.25483399593904,1.4781834909054992,51.419840528729765
12622_mask.png,58,1192.0,129.63961030678928,1.2248306739170953,43.266615305567875
12622_mask.png,59,1115.0,125.88225099390856,1.2857186046018176,43.41658669218482
12622_mask.png,60,1726.0,153.53910524340094,1.0906340774068852,48.84669896727925
12622_mask.png,61,2014.0,177.23759005323592,1.7045253892528962,63.15853069855251
12622_mask.png,62,652.0,107.01219330881975,2.2015902207060796,43.104524124504614
12622_mask.png,63,1540.0,146.50966799187808,1.131117921767112,48.093658625644196
12622_mask.png,64,208.0,68.14213562373095,3.8256122698543713,30.14962686336267
12622_mask.png,65,3471.0,216.89444430272832,1.0406866899522482,68.4470598345904
12622_mask.png,66,1263.0,130.22539674441617,1.1820961217944783,42.95346318982906
12622_mask.png,67,587.0,88.66904755831214,1.0918758670936124,28.160255680657446
12622_mask.png,68,1767.0,156.95331880577402,1.1158712120012955,50.32891812864648
12622_mask.png,69,1641.0,155.1543289325507,1.1575222241867584,51.07837115648854
12622_mask.png,70,1467.0,141.88225099390854,1.2222881863774722,47.50789408087881
12622_mask.png,71,546.0,98.04163056034263,2.1851149354693336,38.118237105091836
12622_mask.png,72,1364.0,135.88225099390857,1.0024802910603972,42.44997055358225
12622_mask.png,73,1942.0,164.02438661763952,1.12319840853438,53.600373133029585
12622_mask.png,74,1225.0,131.1543289325507,1.301065629357487,46.14108798023731
12622_mask.png,75,509.0,115.94112549695429,3.9512340223814024,52.009614495783374
12622_mask.png,76,1548.0,145.88225099390854,1.2647006825489255,50.0
12622_mask.png,77,1360.0,138.46803743153546,1.2817260085627482,47.07440918375928
12622_mask.png,78,1126.0,123.98275605729688,1.1121610241504911,40.0
12622_mask.png,79,786.0,102.9116882454314,1.0481811622575785,32.57299494980466
12622_mask.png,80,1122.0,122.56854249492379,1.1020223197207197,39.56008088970496
12622_mask.png,81,1573.0,155.74011537017762,1.5450617968873412,56.61271941887264
12622_mask.png,82,1785.0,162.81118318204307,1.5396012904068712,58.05170109479997
12622_mask.png,83,1856.0,227.80508652763322,3.497438019094967,86.58521813797087
