image,label,area,perimeter,aspect_ratio,max_diameter
11495_mask.png,1,2448.0,184.0243866176395,1.148459540926752,59.53990258641679
11495_mask.png,2,512.0,95.35533905932738,1.9295342631031385,37.12142238654117
11495_mask.png,3,2012.0,164.36753236814712,1.0525317559063132,52.15361924162119
11495_mask.png,4,2362.0,180.0243866176395,1.103776804123847,58.137767414994535
11495_mask.png,5,1176.0,161.19595949289334,2.3350670218467617,61.032778078668514
11495_mask.png,6,1973.0,164.02438661763952,1.0147749860283792,50.60632371551998
11495_mask.png,7,1537.0,143.88225099390854,1.0882604293099505,46.14108798023731
11495_mask.png,8,2888.0,199.92388155425118,1.1430864040510216,65.5133574166368
11495_mask.png,9,1927.0,161.19595949289334,1.0263938527450145,50.47771785649585
11495_mask.png,10,2309.0,178.61017305526642,1.1392044882895438,58.412327466040935
11495_mask.png,11,2028.0,167.19595949289334,1.1807644897257032,55.54277630799526
11495_mask.png,12,1732.0,152.36753236814712,1.0952315233936731,48.507731342539614
11495_mask.png,13,1519.0,143.05382386916236,1.0369275650333905,44.94441010848846
11495_mask.png,14,1790.0,155.53910524340094,1.0538339307156601,49.4064773081425
11495_mask.png,15,1459.0,140.46803743153546,1.022947673942014,43.41658669218482
11495_mask.png,16,1815.0,158.36753236814712,1.072033289978457,49.39635614091387
11495_mask.png,17,1859.0,160.36753236814712,1.0257678848473482,50.24937810560445
11495_mask.png,18,2069.0,172.50966799187808,1.0718325932439472,53.33854141237835
11495_mask.png,19,552.0,103.94112549695429,2.5521449261582148,43.04648650006177
11495_mask.png,20,2816.0,196.75230867899734,1.0242207585046543,60.74537019394976
11495_mask.png,21,2697.0,191.92388155425118,1.0456495474895626,59.81638571495272
11495_mask.png,22,2740.0,193.58073580374355,1.0423101031121988,60.440052945046304
11495_mask.png,23,1766.0,155.53910524340094,1.0124441301169138,47.80167361086848
11495_mask.png,24,1792.0,156.12489168102783,1.0680185575933712,49.57822102496216
11495_mask.png,25,1671.0,155.09545442950497,1.1046138646343868,49.64876634922564
11495_mask.png,26,1929.0,163.19595949289334,1.0950222360321145,51.73973328110612
11495_mask.png,27,1630.0,152.8528137423857,1.0828523854699252,48.46648326421054
11495_mask.png,28,2015.0,166.8528137423857,1.051394622907682,52.392747589718944
11495_mask.png,29,1566.0,146.71067811865476,1.046459425486649,46.84015371452148
11495_mask.png,30,2183.0,174.2670273047588,1.0594425568178074,54.817880294662984
11495_mask.png,31,1057.0,122.66904755831214,1.1721013882687,41.012193308819754
11495_mask.png,32,2053.0,169.19595949289334,1.191711135874746,55.731499172371095
11495_mask.png,33,2166.0,171.4386001800126,1.106568885153419,55.0
11495_mask.png,34,2380.0,180.8528137423857,1.0539672857213405,56.462376853972415
11495_mask.png,35,2172.0,173.4386001800126,1.0571741850906722,53.75872022286245
11495_mask.png,36,395.0,96.42640687119285,2.705712996353892,38.2099463490856
11495_mask.png,37,1994.0,166.0243866176395,1.218221219607519,55.226805085936306
11495_mask.png,38,2259.0,176.2670273047588,1.090181500875065,56.22277118748239
11495_mask.png,39,854.0,133.00609665440987,2.7969200597493424,51.54609587543949
