image,label,area,perimeter,aspect_ratio,max_diameter,circularity
18661_mask.png,1,1430.0,139.29646455628165,1.100362723989455,44.64302857109943,0.9261166961047937
18661_mask.png,2,1073.0,119.98275605729691,1.225057029185519,41.048751503547585,0.9366383133105995
18661_mask.png,3,875.0,109.1543289325507,1.1941633963924616,36.22154055254967,0.9228603538248419
18661_mask.png,4,1252.0,129.88225099390854,1.077269597518081,40.718546143004666,0.9326411625117553
18661_mask.png,5,1279.0,133.63961030678928,1.3378459404807659,47.20169488482379,0.899932647620069
18661_mask.png,6,1521.0,145.0538238691624,1.1906097554916375,47.20169488482379,0.9084075058654244
18661_mask.png,7,1377.0,135.88225099390854,1.0601537177189915,42.95346318982906,0.9371699160351326
18661_mask.png,8,583.0,91.94112549695427,1.1001896150868695,30.01666203960727,0.8666800247564106
18661_mask.png,9,2062.0,167.19595949289334,1.1614902878583584,54.70831746635972,0.926930065744183
18661_mask.png,10,1539.0,145.46803743153546,1.0764073665110014,45.79301256742124,0.9139308232347759
18661_mask.png,11,1072.0,121.98275605729688,1.288277865686651,41.43669871020132,0.9053317812949618
18661_mask.png,12,1344.0,136.12489168102786,1.2490217628169704,45.45327270945405,0.9114524955656342
18661_mask.png,13,1113.0,124.32590180780451,1.3085458933494223,42.37924020083418,0.9048608371888361
18661_mask.png,14,2111.0,168.8528137423857,1.0640810863919723,53.45091205957107,0.9304252615421885
18661_mask.png,15,1387.0,136.71067811865476,1.0878003887452403,44.384682042344295,0.9325700206436102
18661_mask.png,16,1683.0,154.36753236814712,1.1305732820389809,49.72926703662542,0.8875279859926909
18661_mask.png,17,1605.0,146.36753236814712,1.064602608239293,46.61544808322666,0.9414459655118975
18661_mask.png,18,1209.0,128.22539674441617,1.1660829486237583,42.15447781671598,0.9240342349540739
18661_mask.png,19,960.0,113.1543289325507,1.0877468749348242,36.40054944640259,0.9421905636763983
18661_mask.png,20,1567.0,146.36753236814712,1.0727314191080304,46.389654018972806,0.9191562791010239
18661_mask.png,21,1232.0,130.22539674441617,1.1779957786252149,42.43819034784589,0.9129125835061023
18661_mask.png,22,1195.0,126.81118318204308,1.0522850364311815,40.0,0.933818900927033
18661_mask.png,23,1740.0,153.29646455628165,1.0906886460683882,49.040799340956916,0.9304538440313459
18661_mask.png,24,996.0,115.1543289325507,1.066874482979472,36.40054944640259,0.9438623545946693
18661_mask.png,25,1325.0,134.71067811865476,1.1576360682008713,44.40720662234904,0.9175330096912458
18661_mask.png,26,1470.0,142.71067811865476,1.1528771027979854,46.61544808322666,0.9070145610561816
18661_mask.png,27,1011.0,116.91168824543142,1.206546185843429,38.897300677553446,0.9294909289319696
18661_mask.png,28,1116.0,122.81118318204308,1.0922203557123922,39.56008088970496,0.9298185961745058
18661_mask.png,29,1344.0,134.46803743153546,1.1612258472370902,44.41846462902562,0.9340518823688666
18661_mask.png,30,1244.0,129.39696961967,1.1160512295489693,42.20189569201838,0.9336455534173226
18661_mask.png,31,476.0,84.1543289325507,1.4936361011096009,30.083217912982647,0.8446249270123368
18661_mask.png,32,1125.0,123.98275605729688,1.1147907641683,39.20459156782532,0.9196865052672754
18661_mask.png,33,952.0,113.1543289325507,1.2616518790385196,39.0,0.9343389756457617
18661_mask.png,34,1608.0,150.0243866176395,1.1525938216368632,49.64876634922564,0.8977846770879017
18661_mask.png,35,1060.0,119.1543289325507,1.1236089739578432,38.3275357934736,0.9382014052534041
18661_mask.png,36,1098.0,122.22539674441617,1.1799919208492156,40.11234224026316,0.9236114172331261
18661_mask.png,37,1272.0,131.88225099390854,1.1717108619919845,43.266615305567875,0.9190185404405206
18661_mask.png,38,959.0,113.1543289325507,1.18923447071127,37.64306044943742,0.9412091151725688
18661_mask.png,39,1430.0,138.46803743153546,1.032847419142966,43.32435804486894,0.9372313947748082
18661_mask.png,40,882.0,110.9116882454314,1.3511362947193701,38.07886552931954,0.9009979798050611
18661_mask.png,41,1027.0,119.1543289325507,1.1972491996029793,39.11521443121589,0.9089932482974019
18661_mask.png,42,1322.0,133.0538238691624,1.090124174317615,43.174066289845804,0.9383969734955464
18661_mask.png,43,982.0,115.1543289325507,1.0617595834302793,36.22154055254967,0.9305952130642222
18661_mask.png,44,982.0,115.1543289325507,1.0624436108162871,35.90264614203248,0.9305952130642222
18661_mask.png,45,1113.0,121.9827560572969,1.051679833054763,38.3275357934736,0.9399573438258323
18661_mask.png,46,1189.0,126.22539674441617,1.1132381108142275,41.10960958218893,0.9377740910087289
18661_mask.png,47,1457.0,141.29646455628165,1.2702567726528438,47.853944456021594,0.917079161425622
18661_mask.png,48,1086.0,122.22539674441617,1.1486669918045627,39.824615503479755,0.9135173033835838
18661_mask.png,49,1001.0,117.7401153701776,1.2542717915767794,40.0,0.9073921701632917
18661_mask.png,50,2008.0,164.61017305526642,1.078909134067922,52.55473337388365,0.9312370137934648
18661_mask.png,51,1288.0,133.05382386916236,1.0381420397058043,41.23105625617661,0.9142627094268262
18661_mask.png,52,1409.0,142.12489168102786,1.2629777518962881,47.853944456021594,0.8765578102591558
18661_mask.png,53,1293.0,131.63961030678928,1.058158445533741,41.48493702538308,0.9376380282788914
18661_mask.png,54,1155.0,125.7401153701776,1.1031647674332585,39.92492955535426,0.9180030820236047
18661_mask.png,55,990.0,116.56854249492379,1.200175570358421,38.8329756778952,0.9155505459482921
18661_mask.png,56,1561.0,145.29646455628165,1.086560970759824,46.647615158762406,0.9291860333619074
18661_mask.png,57,1183.0,125.39696961966999,1.0312249748564757,39.20459156782532,0.9454107276864908
18661_mask.png,58,981.0,120.08326112068522,1.4492193104707993,41.6293165929973,0.8548972581441894
18661_mask.png,59,1718.0,152.95331880577402,1.1206608032669232,49.39635614091387,0.9228162083943191
18661_mask.png,60,1388.0,139.84062043356593,1.0651049024490382,46.010868281309364,0.8919338492047363
18661_mask.png,61,1970.0,164.26702730475878,1.0924978489012638,52.46903848937962,0.9174349788692208
18661_mask.png,62,1566.0,146.36753236814712,1.2501494227827092,49.20365840057018,0.9185697084060009
18661_mask.png,63,1488.0,142.46803743153546,1.081065536255661,44.91102314577124,0.9212508716807917
18661_mask.png,64,1215.0,129.0538238691624,1.1588786074872397,42.720018726587654,0.9167362135586541
18661_mask.png,65,1561.0,145.78174593052023,1.0587368079960118,46.52956049652737,0.9230101412868911
18661_mask.png,66,1478.0,141.63961030678928,1.1329169969710975,46.238512086787566,0.9257950441776828
18661_mask.png,67,1030.0,118.32590180780451,1.2588226055789948,39.81205847478876,0.9244585481298135
18661_mask.png,68,1153.0,125.63961030678928,1.249802517898492,42.720018726587654,0.9178802176273185
18661_mask.png,69,1585.0,146.36753236814712,1.0218867531639118,45.5411901469428,0.9297145516114377
18661_mask.png,70,1437.0,139.63961030678928,1.2343693419978707,47.53945729601885,0.9260818567547918
18661_mask.png,71,1685.0,150.95331880577402,1.018383846181051,47.16990566028302,0.9292326004077969
18661_mask.png,72,1945.0,163.09545442950497,1.0465673181284836,51.62363799656123,0.9188524028513279
18661_mask.png,73,1364.0,137.29646455628165,1.1375714901529592,45.35416188179427,0.9092965140073692
18661_mask.png,74,1098.0,122.32590180780451,1.1638559148620529,41.10960958218893,0.9220943306917114
18661_mask.png,75,1994.0,163.92388155425118,1.0786539781923172,51.97114584074513,0.9325036913320527
18661_mask.png,76,1309.0,134.36753236814712,1.1682215608761688,45.221676218380054,0.9110890510259961
18661_mask.png,77,1196.0,128.3259018078045,1.2717661488430532,42.7551166528639,0.9126670968778504
18661_mask.png,78,1331.0,133.88225099390854,1.127622514204318,43.68065933568311,0.9331294758490744
18661_mask.png,79,1071.0,119.9827560572969,1.2283550380191957,40.80441152620633,0.9348924823445037
18661_mask.png,80,1554.0,144.46803743153546,1.0779993240419188,46.61544808322666,0.9356584248880379
18661_mask.png,81,497.0,84.18376618407356,1.2494311033486787,27.65863337187866,0.8812711449047591
18661_mask.png,82,1444.0,138.71067811865476,1.0160530586689018,43.41658669218482,0.9430989633693924
