image,label,area,perimeter,aspect_ratio,max_diameter
11307_mask.png,1,634.0,112.76955262170047,2.6805815929426267,48.16637831516918
11307_mask.png,2,1218.0,139.25483399593907,1.714938310841073,52.172789842982326
11307_mask.png,3,1290.0,131.63961030678928,1.0567484965988994,41.48493702538308
11307_mask.png,4,373.0,84.5269119345812,2.3827454883888453,35.05709628591621
11307_mask.png,5,2121.0,170.0243866176395,1.080018953706776,54.12947441089743
11307_mask.png,6,1900.0,160.61017305526642,1.0416481951758039,50.32891812864648
11307_mask.png,7,258.0,81.69848480983498,2.557640527246772,34.132096331752024
11307_mask.png,8,1017.0,116.08326112068522,1.0555118819214189,36.89173349139343
11307_mask.png,9,1348.0,135.05382386916236,1.0825451139525235,43.08131845707603
11307_mask.png,10,1535.0,145.53910524340094,1.0116043779125619,46.17358552246078
11307_mask.png,11,1873.0,161.92388155425118,1.1801943061464428,53.33854141237835
11307_mask.png,12,1157.0,127.05382386916237,1.3160388715296751,44.553338819890925
11307_mask.png,13,860.0,112.66904755831213,1.512295455843293,41.048751503547585
11307_mask.png,14,1835.0,158.36753236814712,1.0916734467758415,50.695167422546305
11307_mask.png,15,2040.0,166.2670273047588,1.0709866484732609,52.20153254455275
11307_mask.png,16,2411.0,180.50966799187808,1.010218002147632,55.65968020030299
11307_mask.png,17,2695.0,194.58073580374355,1.1083354119023514,64.07807737440318
11307_mask.png,18,1460.0,140.36753236814712,1.0580244819274185,44.91102314577124
11307_mask.png,19,731.0,100.18376618407356,1.1049150742405232,33.60059523282288
11307_mask.png,20,990.0,116.22539674441617,1.0736003817087512,36.68787265568828
11307_mask.png,21,2213.0,174.95331880577402,1.240980391335694,59.135437767890075
11307_mask.png,22,2551.0,189.3380951166243,1.0711010216191705,58.60034129593445
11307_mask.png,23,1183.0,126.22539674441617,1.0881377079253356,40.311288741492746
11307_mask.png,24,1077.0,122.56854249492379,1.2012775590939129,39.92492955535426
11307_mask.png,25,1603.0,147.0538238691624,1.0785850882385808,47.01063709417264
11307_mask.png,26,1416.0,140.22539674441617,1.0624328009183441,46.04345773288535
11307_mask.png,27,2240.0,175.6812408671319,1.1203631672844214,56.22277118748239
11307_mask.png,28,2403.0,179.6812408671319,1.0848060487660103,57.48912940721924
11307_mask.png,29,825.0,105.1543289325507,1.1257448318092438,34.539832078341085
11307_mask.png,30,1120.0,140.25483399593904,1.7834514293265449,51.19570294468082
11307_mask.png,31,1359.0,134.22539674441617,1.1018937912375752,43.829214001622255
11307_mask.png,32,492.0,83.59797974644665,1.391019301390747,29.832867780352597
11307_mask.png,33,2010.0,164.36753236814712,1.0160442475483786,51.478150704935004
11307_mask.png,34,2239.0,177.095454429505,1.228349155475656,58.52349955359813
11307_mask.png,35,1929.0,161.19595949289334,1.0945720808931447,51.61395160225576
11307_mask.png,36,2153.0,170.8528137423857,1.0383455422737156,53.53503525729669
11307_mask.png,37,1769.0,162.6101730552664,1.6043946498270152,61.07372593840988
11307_mask.png,38,1958.0,162.61017305526642,1.0458587473817804,50.99019513592785
11307_mask.png,39,1959.0,162.36753236814712,1.0345213378247748,51.478150704935004
11307_mask.png,40,1406.0,136.46803743153546,1.0678631535739445,43.46262762420146
11307_mask.png,41,2024.0,166.0243866176395,1.037304932007496,51.62363799656123
11307_mask.png,42,1697.0,152.36753236814712,1.0200231107590432,47.01063709417264
11307_mask.png,43,1015.0,117.1543289325507,1.0427120673014474,36.40054944640259
11307_mask.png,44,1732.0,155.19595949289334,1.1707047129717938,51.264022471905186
11307_mask.png,45,1198.0,130.22539674441617,1.1438714631822258,43.60045871318328
11307_mask.png,46,1233.0,129.29646455628165,1.0679023966724397,41.7612260356422
11307_mask.png,47,849.0,113.7401153701776,1.170745479338941,37.656340767525464
11307_mask.png,48,1152.0,125.98275605729691,1.0500358500649274,40.24922359499622
11307_mask.png,49,1635.0,208.66295090390224,4.227987673518214,85.32877591996736
11307_mask.png,50,1607.0,166.91168824543144,2.0946208422808335,64.03124237432849
11307_mask.png,51,882.0,111.59797974644667,1.1463955867387268,36.61966684720111
11307_mask.png,52,1183.0,133.59797974644664,1.6175757496748313,47.853944456021594
