image,label,area,perimeter,major_axis_length,minor_axis_length,aspect_ratio,eccentricity,orientation_deg,centroid_x,centroid_y,nuclear_area,nuclear_fraction,nuclear_mean_R,nuclear_mean_G,nuclear_mean_B
R-225-3-9_masks.tif,93,20648.0,1053.840620433566,433.34101884023676,65.06473943217819,6.660151452568873,0.9886637232916005,-79.39010741926143,1293.905220844634,1586.1641805501743,6901,0.3342212320805889,196.44094848632812,194.97840881347656,140.98681640625
R-225-3-9_masks.tif,94,16583.0,838.6690475583121,290.6180851666245,77.44319164333344,3.75266151871779,0.9638411290716721,-7.873640804302438,3262.3177953325694,1710.3865404329736,7651,0.46137610806247364,200.2798309326172,196.0806427001953,148.32034301757812
R-225-3-9_masks.tif,95,20850.0,1066.3259018078045,414.3676213793505,69.24645049765792,5.983954677841075,0.9859376533725812,9.642933043404426,4647.848345323741,1770.583309352518,10053,0.48215827338129497,194.05282592773438,193.1662139892578,158.20521545410156
R-225-3-9_masks.tif,96,14605.0,761.840620433566,305.56263038538856,64.22854723591418,4.757427087102625,0.9776589115753301,-14.923068616834291,4831.3202327969875,1685.6165011982198,6174,0.42273194111605616,194.549560546875,193.04519653320312,150.74732971191406
R-225-3-9_masks.tif,97,22986.0,1132.4091629284899,380.6175385755657,83.77552352444417,4.543302417734321,0.9754763634849023,58.307593731077986,5250.109631949883,1668.65465935787,10219,0.44457495867049507,186.93609619140625,185.13162231445312,148.0949249267578
R-225-3-9_masks.tif,98,21336.0,1242.8355697996826,445.8573666303973,64.26689253504819,6.937590243487303,0.989556974736501,-41.021134889455226,1346.3324428196474,1763.5536182977128,7338,0.34392575928009,201.2992706298828,199.48582458496094,159.00640869140625
R-225-3-9_masks.tif,99,18060.0,1128.953318805774,453.3680593346639,82.07609350569832,5.523752897708122,0.9834764074963177,-15.730598997954761,2554.1751937984495,1798.1021594684385,6913,0.3827796234772979,190.36959838867188,185.60450744628906,155.31332397460938
R-225-3-9_masks.tif,100,8282.0,527.698484809835,193.69006207704714,60.499517058096515,3.2015141854942466,0.9499663694011854,-88.3971701590665,5033.783264911857,1623.4573774450616,5179,0.6253320453996619,210.3155059814453,206.41224670410156,172.65939331054688
R-225-3-9_masks.tif,101,11872.0,743.3553390593274,300.9134713870848,51.32422001552987,5.862991610900923,0.9853470516353221,-10.198702617894334,2531.2377021563343,1741.0694912398922,4823,0.40625,215.98196411132812,214.2774200439453,161.2276611328125
R-225-3-9_masks.tif,102,17849.0,889.840620433566,356.8924637547872,66.40954848785658,5.374113691196791,0.9825351279159484,81.05529763214822,5057.738864922405,1679.4584010308702,8815,0.4938652025323548,198.68190002441406,196.1710662841797,155.60589599609375
R-225-3-9_masks.tif,103,12158.0,720.7106781186548,227.161852421128,77.18075103304649,2.943244907319755,0.9405117885027618,-41.62492442027994,71.33755551899984,1724.7011021549597,5943,0.4888139496627735,195.00555419921875,191.514892578125,134.4773712158203
R-225-3-9_masks.tif,104,24621.0,1265.4213562373095,459.6594148326757,70.34556993454484,6.534305077922884,0.9882202331053986,42.323579965236505,2085.39043905609,1810.7547621948743,9509,0.38621501969863126,189.13134765625,187.95457458496094,160.8263702392578
R-225-3-9_masks.tif,105,23855.0,1364.5512985522207,521.9858121202955,97.90888518955695,5.3313426162467525,0.9822512359336385,-60.88961993238043,3546.118884929784,1733.7157409348144,6896,0.28907985747222803,197.8873291015625,193.68634033203125,160.61688232421875
R-225-3-9_masks.tif,106,16346.0,986.651803615609,360.7778176843075,67.06628891443822,5.379421219274267,0.9825698793702743,-45.217424872758976,2334.629205921938,1817.517068395938,6464,0.39544842774990824,201.2851104736328,196.27847290039062,167.92404174804688
R-225-3-9_masks.tif,107,11133.0,915.3380951166242,355.0220910947,43.38769110898038,8.182553208534703,0.9925041118506484,-56.8226932760559,3523.0630557801132,1785.4245037276564,4887,0.43896523848019403,215.38612365722656,210.2398223876953,156.7241668701172
