image,label,area,perimeter,aspect_ratio,max_diameter
10942_mask.png,1,2395.0,180.8528137423857,1.017332774814273,55.80322571321482
10942_mask.png,2,1547.0,145.0538238691624,1.0601172344716934,45.803929962395145
10942_mask.png,3,2220.0,174.26702730475878,1.0369953524539013,54.120236510939236
10942_mask.png,4,1948.0,162.36753236814712,1.05228307691572,51.22499389946279
10942_mask.png,5,2719.0,192.50966799187808,1.0489711916997413,60.74537019394976
10942_mask.png,6,1729.0,154.46803743153546,1.0423700113287826,48.79549159502341
10942_mask.png,7,2541.0,185.6812408671319,1.0917180577427266,59.64059020499378
10942_mask.png,8,2380.0,180.8528137423857,1.1985829603211304,60.0
10942_mask.png,9,2181.0,171.6812408671319,1.050943756374087,53.75872022286245
