image,label,area,perimeter,major_axis_length,minor_axis_length,aspect_ratio,eccentricity,orientation_deg,centroid_x,centroid_y,nuclear_area,nuclear_fraction,nuclear_mean_R,nuclear_mean_G,nuclear_mean_B
0060_masks.tif,1,13858.0,864.8528137423857,322.1641304053352,56.9192666812329,5.660018991628319,0.9842687318361442,34.86971701323489,87.73820176071584,119.71034781353731,6329,0.4567037090489248,163.77011108398438,163.66566467285156,130.83030700683594
0060_masks.tif,2,8562.0,599.840620433566,218.9626104472406,61.758619766285285,3.5454582902899445,0.9593994175244377,-26.056419795483432,3796.820953048353,74.21023125437982,1584,0.18500350385423966,184.49557495117188,190.0233612060547,125.94823455810547
0060_masks.tif,3,23101.0,1104.3259018078045,458.70525292499656,67.83412860608206,6.7621603218157755,0.9890050517998785,79.47541459186,1869.209298298775,64.37366347777153,9154,0.3962599021687373,181.13600158691406,184.38169860839844,134.656982421875
0060_masks.tif,4,19469.0,938.1837661840735,393.21078280261656,72.46901714639816,5.425915767675895,0.9828699084899242,-2.91008772553853,3556.2386871436643,200.322974985875,8025,0.41219374390055985,192.21046447753906,192.80087280273438,143.5806884765625
0060_masks.tif,5,2772.0,385.31370849898474,175.47782713645756,21.850774440343244,8.030737199523307,0.9922169010551006,88.68895005180539,4218.765512265512,14.38888888888889,0,0.0,,,
0060_masks.tif,6,15010.0,782.4264068711929,323.77413207706127,61.50948943209995,5.263807829757295,0.9817886300815436,-12.65393070724682,4760.812258494337,145.509926715523,6598,0.43957361758827446,184.58836364746094,186.40330505371094,136.76992797851562
0060_masks.tif,7,17249.0,803.698484809835,341.6871518381302,65.21901131284092,5.239072855599326,0.9816146492294391,87.3277213177684,4391.851411676039,55.9409241115427,6186,0.35862948576729087,177.31069946289062,176.96572875976562,125.15341186523438
0060_masks.tif,8,4761.0,461.94112549695427,179.77226313744745,42.83314791248266,4.197035984951675,0.9712005763242313,24.933801128880628,30.384373030875867,215.2404956941819,1301,0.2732619197647553,162.7271270751953,159.0338134765625,121.87471008300781
0060_masks.tif,9,17786.0,1011.1959594928933,383.19906542549035,63.339805978414034,6.04989326232043,0.9862446439650182,-24.50095318638602,1124.7701000787135,377.16737883728774,9079,0.5104576633307095,188.9239959716797,189.32998657226562,145.286376953125
0060_masks.tif,10,25833.0,1285.3380951166241,498.2209460995423,69.25197400967731,7.194321219347778,0.99029258883978,69.05573842809251,4247.982773971277,306.61595633492044,6300,0.24387411450470328,182.13571166992188,187.76666259765625,137.74539184570312
