sequence,image,label,area,perimeter,aspect_ratio,max_diameter,circularity
1,56805_mask.png,1,1905.0,162.61017305526642,1.1040436418924575,52.20153254455275,0.9053352285216058
2,56805_mask.png,2,1879.0,161.53910524340094,1.0407299140054411,50.32891812864648,0.9048598078077256
3,56805_mask.png,3,1258.0,129.63961030678928,1.064599237890192,41.48493702538308,0.9406218683499474
4,56805_mask.png,4,1788.0,156.36753236814712,1.059934894248138,49.20365840057018,0.918933773103736
5,56805_mask.png,5,1597.0,147.53910524340094,1.0967185679413909,47.92702786528704,0.9219353965598476
6,56805_mask.png,6,1471.0,141.29646455628165,1.0546692907592938,44.40720662234904,0.9258911780762455
7,56805_mask.png,7,1359.0,133.9827560572969,1.0331069965600177,42.43819034784589,0.9513306883190394
8,56805_mask.png,8,1145.0,122.5685424949238,1.0348044256537117,38.8329756778952,0.9577613496016212
9,56805_mask.png,9,1955.0,164.36753236814712,1.0995049775067671,51.86520991955976,0.9093363570494368
10,56805_mask.png,10,1854.0,158.61017305526642,1.02691755056589,49.49747468305833,0.9260992145962376
11,56805_mask.png,11,2263.0,174.95331880577402,1.081070223548489,56.72741841473134,0.9290734454205364
12,56805_mask.png,12,1844.0,159.1959594928933,1.060596093200346,49.92995093127971,0.9143378517618524
13,56805_mask.png,13,586.0,91.01219330881976,1.282066342016764,31.400636936215164,0.8890134241115633
14,56805_mask.png,14,1585.0,146.71067811865476,1.0854977627713387,46.647615158762406,0.9253705664247336
15,56805_mask.png,15,1809.0,156.95331880577405,1.0387870583371357,49.04079934095692,0.9227996564132188
16,56805_mask.png,16,1265.0,140.22539674441617,1.3241208220243872,45.22167621838005,0.8084385875665111
17,56805_mask.png,17,1239.0,129.63961030678928,1.034439668932044,40.22437072223753,0.926415337746888
18,56805_mask.png,18,1688.0,150.95331880577402,1.1082856236372745,48.66210024238576,0.93088702046787
19,56805_mask.png,19,2368.0,180.2670273047588,1.1443705466990812,58.52349955359813,0.9157121317886662
20,56805_mask.png,20,1435.0,138.46803743153546,1.0706431299029402,44.204072210600685,0.9405084276236712
21,56805_mask.png,21,1275.0,131.63961030678928,1.0802774736653062,41.77319714841085,0.924585062688002
22,56805_mask.png,22,2154.0,172.2670273047588,1.0557535552637336,54.42425929675111,0.9121184573609112
23,56805_mask.png,23,1996.0,165.19595949289334,1.0557286497759244,51.86520991955976,0.919118609605137
24,56805_mask.png,24,2162.0,171.4386001800126,1.1792767522909082,56.71860364994893,0.924375294474542
25,56805_mask.png,25,1537.0,144.46803743153546,1.1672178113361678,48.02082881417188,0.9254227793133298
26,56805_mask.png,26,1979.0,166.2670273047588,1.094216501302557,53.71219600798314,0.899587462478687
27,56805_mask.png,27,1468.0,142.88225099390854,1.0414703907320202,45.31004303683677,0.9036065128565194
28,56805_mask.png,28,1700.0,151.78174593052023,1.11126774318484,48.54894437575342,0.9272987985000976
29,56805_mask.png,29,1278.0,131.9827560572969,1.1475008573847556,43.32435804486894,0.9219477988390394
30,56805_mask.png,30,2086.0,168.61017305526642,1.055352145741021,53.16013544000805,0.922054559718097
31,56805_mask.png,31,1869.0,159.78174593052023,1.0282387188166295,49.76946855251722,0.9199513067875988
32,56805_mask.png,32,3368.0,230.6934341759517,1.5214001272172837,83.00602387778854,0.7952642844244324
33,56805_mask.png,33,1909.0,160.61017305526642,1.0298170895225576,50.60632371551998,0.9299716134912158
34,56805_mask.png,34,1572.0,145.88225099390854,1.0310820367744815,45.45327270945405,0.928234046622187
35,56805_mask.png,35,2088.0,169.4386001800126,1.0133837004550352,52.392747589718944,0.913935714024136
36,56805_mask.png,36,1579.0,146.71067811865476,1.0418558925356345,46.647615158762406,0.921867586362558
37,56805_mask.png,37,1081.0,121.39696961967,1.085123205507474,38.62641583165593,0.9217642630321372
38,56805_mask.png,38,1206.0,127.05382386916236,1.0546411497667034,40.162171256046406,0.9388186127599653
39,56805_mask.png,39,1611.0,150.36753236814712,1.0612373086272668,46.48655719667784,0.8953591145719966
40,56805_mask.png,40,1768.0,154.36753236814712,1.0345995004779327,48.104053883222775,0.9323526317498976
41,56805_mask.png,41,1589.0,146.95331880577402,1.081792091600324,46.400431032480725,0.9246448687187528
42,56805_mask.png,42,1584.0,146.12489168102786,1.0507801161140249,45.89117562233506,0.932216180667196
43,56805_mask.png,43,2564.0,188.50966799187808,1.0344768312572392,58.412327466040935,0.9066937619537156
44,56805_mask.png,44,1590.0,146.95331880577402,1.0835399571115782,47.07440918375928,0.925226772349161
45,56805_mask.png,45,523.0,85.69848480983498,1.1445599632748549,28.30194339616981,0.8948809560713034
46,56805_mask.png,46,1963.0,164.0243866176395,1.0932541511514358,52.009614495783374,0.9168817299012472
47,56805_mask.png,47,1609.0,150.46803743153546,1.0470830306727223,47.50789408087881,0.8930533320344817
48,56805_mask.png,48,1219.0,127.39696961967,1.0619219266833515,40.80441152620633,0.94383347068588
49,56805_mask.png,49,720.0,97.49747468305831,1.0224648926489677,30.80584360149873,0.9518217539335438
50,56805_mask.png,50,1117.0,121.9827560572969,1.045877116585065,38.3275357934736,0.9433354474873806
51,56805_mask.png,51,1485.0,143.05382386916236,1.107801542842917,45.803929962395145,0.9118793383822852
