image,label,area,perimeter,aspect_ratio,max_diameter,circularity
36614_mask.png,1,1715.0,156.12489168102786,1.248709535062648,52.20153254455275,0.8841576079245642
36614_mask.png,2,2416.0,186.85281374238568,1.2408621375743023,63.56099432828282,0.8695759297207076
36614_mask.png,3,1758.0,156.78174593052023,1.075585487956908,50.32891812864648,0.8987475962076785
36614_mask.png,4,1536.0,143.29646455628168,1.0550219745352862,45.35416188179427,0.9400049242813224
36614_mask.png,5,1871.0,158.36753236814712,1.0574815381827072,50.21951811795888,0.937456990817551
36614_mask.png,6,1757.0,154.36753236814712,1.085990076654102,49.24428900898052,0.9265517952401413
36614_mask.png,7,1841.0,158.61017305526642,1.1341556917116773,51.24451190127583,0.9196055307829952
36614_mask.png,8,2784.0,194.75230867899734,1.0506599283939404,60.67124524847005,0.9223884700115565
36614_mask.png,9,1648.0,149.29646455628165,1.1565366745126449,49.09175083453431,0.9291119041776204
36614_mask.png,10,1638.0,149.29646455628165,1.030862973236857,46.61544808322666,0.9234740892250863
36614_mask.png,11,1762.0,153.78174593052023,1.0758811109101654,49.72926703662542,0.9362809638688907
36614_mask.png,12,1785.0,154.95331880577405,1.0737372700467775,49.20365840057018,0.9342138888262963
36614_mask.png,13,2521.0,187.33809511662426,1.0789757852564812,59.21148537234985,0.9026731193357803
36614_mask.png,14,1825.0,158.02438661763952,1.0760555178000517,50.35871324805669,0.9183844174615913
36614_mask.png,15,1985.0,167.095454429505,1.0664328967178784,52.392747589718944,0.8933900342535626
36614_mask.png,16,3390.0,214.30865786510142,1.0182098728180797,66.30987860040162,0.927534621590075
36614_mask.png,17,1976.0,164.26702730475878,1.088213054549122,52.46903848937962,0.9202291970789748
36614_mask.png,18,1841.0,162.0243866176395,1.2038457149682487,52.392747589718944,0.881257610418062
36614_mask.png,19,1650.0,151.78174593052023,1.0773233503545563,47.20169488482379,0.9000253044265654
36614_mask.png,20,1454.0,141.29646455628165,1.0892562066499967,44.654227123532216,0.9151908721433455
36614_mask.png,21,2474.0,185.58073580374355,1.197684433658164,60.440052945046304,0.9027006905578688
36614_mask.png,22,2404.0,182.7523086789974,1.193592765482064,60.74537019394976,0.9045208523031208
36614_mask.png,23,2686.0,197.23759005323595,1.1978163836894,63.41135544995076,0.8676338702150126
36614_mask.png,24,2033.0,166.02438661763952,1.0566008478986133,52.46903848937962,0.926837236993457
36614_mask.png,25,1627.0,149.88225099390857,1.1258551192384798,48.02082881417188,0.910116531825233
36614_mask.png,26,1818.0,156.95331880577405,1.0904956758150737,50.21951811795888,0.9273906994799515
36614_mask.png,27,2676.0,190.99494936611666,1.0539955964563983,60.41522986797286,0.9218329067620522
36614_mask.png,28,2791.0,196.99494936611663,1.1205468001600574,64.1404708432983,0.9037733212686991
36614_mask.png,29,2707.0,197.92388155425118,1.0918341249529069,61.71709649683789,0.8683638207705835
36614_mask.png,30,1942.0,163.1959594928933,1.073696931734916,51.85556864985669,0.9163054835248317
36614_mask.png,31,1860.0,157.78174593052023,1.074626913039641,50.28916384272063,0.9388782825372501
