date,condition,area_bin,frequency
20250424 5PM,#4,1850,0.05300500834724541
20250424 5PM,#4,1950,0.040692821368948244
20250424 5PM,#4,2050,0.029674457429048413
20250424 5PM,#4,2150,0.018697829716193656
20250424 5PM,#4,2250,0.012562604340567612
20250424 5PM,#4,2350,0.007888146911519199
20250424 5PM,#4,2450,0.006260434056761269
20250424 5PM,#4,2550,0.0042153589315525875
20250424 5PM,#4,2650,0.002295492487479132
20250424 5PM,#4,2750,0.002045075125208681
20250424 5PM,#4,2850,0.0013772954924874791
20250424 5PM,#4,2950,0.0011268781302170283
20250424 5PM,#4,3050,0.0007512520868113523
20250424 5PM,#4,3150,0.0005843071786310517
20250424 5PM,#4,3250,0.000333889816360601
20250424 5PM,#4,3350,0.00025041736227045074
20250424 5PM,#4,3450,0.00012520868113522537
20250425 5PM,#1,550,0.005773594980643439
20250425 5PM,#1,650,0.007675877719930583
20250425 5PM,#1,750,0.00934454678948071
20250425 5PM,#1,850,0.011947670537978908
20250425 5PM,#1,950,0.016519823788546256
20250425 5PM,#1,1050,0.021859564811106662
20250425 5PM,#1,1150,0.038312641836870914
20250425 5PM,#1,1250,0.06477773327993593
20250425 5PM,#1,1350,0.08667067147243358
20250425 5PM,#1,1450,0.10903083700440529
20250425 5PM,#1,1550,0.11530503270591376
20250425 5PM,#1,1650,0.10766252836737418
20250425 5PM,#1,1750,0.10108797223334669
20250425 5PM,#1,1850,0.09120945134160993
20250425 5PM,#1,1950,0.07035108797223334
20250425 5PM,#1,2050,0.052329462021091976
20250425 5PM,#1,2150,0.0368442130556668
20250425 5PM,#1,2250,0.022727272727272728
20250425 5PM,#1,2350,0.013482846081965025
20250425 5PM,#1,2450,0.0072420237618475505
20250425 5PM,#1,2550,0.004672273394740355
20250425 5PM,#1,2650,0.0017687892137231345
20250425 5PM,#1,2750,0.0010345748231210786
20250425 5PM,#1,2850,0.0008009611533840609
20250425 5PM,#1,2950,0.0005673474836470432
20250425 5PM,#1,3050,0.00020024028834601522
20250425 5PM,#1,3150,0.0004672273394740355
20250425 5PM,#1,3250,0.0001668669069550127
20250425 5PM,#1,3350,6.674676278200507e-05
20250425 5PM,#1,3450,0.00010012014417300761
20250425 5PM,#2,550,0.005043103448275862
20250425 5PM,#2,650,0.005732758620689655
20250425 5PM,#2,750,0.007931034482758621
20250425 5PM,#2,850,0.009008620689655172
20250425 5PM,#2,950,0.012025862068965517
20250425 5PM,#2,1050,0.02103448275862069
20250425 5PM,#2,1150,0.03435344827586207
20250425 5PM,#2,1250,0.05375
20250425 5PM,#2,1350,0.08064655172413793
20250425 5PM,#2,1450,0.09668103448275862
20250425 5PM,#2,1550,0.10788793103448276
20250425 5PM,#2,1650,0.11172413793103449
20250425 5PM,#2,1750,0.1021551724137931
20250425 5PM,#2,1850,0.09599137931034482
20250425 5PM,#2,1950,0.07857758620689655
20250425 5PM,#2,2050,0.06073275862068966
20250425 5PM,#2,2150,0.04357758620689655
20250425 5PM,#2,2250,0.02879310344827586
20250425 5PM,#2,2350,0.01875
20250425 5PM,#2,2450,0.010560344827586207
20250425 5PM,#2,2550,0.006163793103448276
20250425 5PM,#2,2650,0.003017241379310345
20250425 5PM,#2,2750,0.001853448275862069
20250425 5PM,#2,2850,0.00125
20250425 5PM,#2,2950,0.0008620689655172414
20250425 5PM,#2,3050,0.0007758620689655172
20250425 5PM,#2,3150,0.0003879310344827586
20250425 5PM,#2,3250,0.0003017241379310345
20250425 5PM,#2,3350,0.00017241379310344826
20250425 5PM,#2,3450,0.0002586206896551724
20250425 5PM,#3,550,0.005793055313208864
20250425 5PM,#3,650,0.008410399581224918
20250425 5PM,#3,750,0.012667946257197697
20250425 5PM,#3,850,0.01619263653812598
20250425 5PM,#3,950,0.018286511952538824
20250425 5PM,#3,1050,0.02139242715058454
20250425 5PM,#3,1150,0.03029139766183912
20250425 5PM,#3,1250,0.04100506019891816
20250425 5PM,#3,1350,0.058000348979235734
20250425 5PM,#3,1450,0.06850462397487349
20250425 5PM,#3,1550,0.07621706508462746
20250425 5PM,#3,1650,0.0837550165765137
20250425 5PM,#3,1750,0.0857441982202059
20250425 5PM,#3,1850,0.08734950270458908
20250425 5PM,#3,1950,0.08483685220729367
20250425 5PM,#3,2050,0.0718897225615076
20250425 5PM,#3,2150,0.05876810329785378
20250425 5PM,#3,2250,0.04808933868434828
20250425 5PM,#3,2350,0.036189146745768626
20250425 5PM,#3,2450,0.027988134705984994
20250425 5PM,#3,2550,0.019333449659745244
20250425 5PM,#3,2650,0.013331006805095098
20250425 5PM,#3,2750,0.008689582969813297
20250425 5PM,#3,2850,0.006770197173268191
20250425 5PM,#3,2950,0.0039783632873844005
20250425 5PM,#3,3050,0.002687140115163148
20250425 5PM,#3,3150,0.001779794102250916
20250425 5PM,#3,3250,0.001116733554353516
20250425 5PM,#3,3350,0.00045367300645611584
20250425 5PM,#3,3450,0.0004885709300296632
20250425 5PM,#4,550,0.005962840270776321
20250425 5PM,#4,650,0.010456574967593259
20250425 5PM,#4,750,0.01437418983148495
20250425 5PM,#4,850,0.01915598444476451
20250425 5PM,#4,950,0.02117240386000288
20250425 5PM,#4,1050,0.024917182774016996
20250425 5PM,#4,1150,0.034336742042344805
20250425 5PM,#4,1250,0.04525421287627827
20250425 5PM,#4,1350,0.06000288059916463
20250425 5PM,#4,1450,0.07141005329108455
20250425 5PM,#4,1550,0.0845455854817802
20250425 5PM,#4,1650,0.08708051274665131
20250425 5PM,#4,1750,0.08978827596139997
20250425 5PM,#4,1850,0.08405588362379375
20250425 5PM,#4,1950,0.07596139997119401
20250425 5PM,#4,2050,0.06564885496183206
20250425 5PM,#4,2150,0.05504825003600749
20250425 5PM,#4,2250,0.04413077920207403
20250425 5PM,#4,2350,0.034826443900331266
20250425 5PM,#4,2450,0.024801958807431947
20250425 5PM,#4,2550,0.016966729079648565
20250425 5PM,#4,2650,0.01166642661673628
20250425 5PM,#4,2750,0.0071150799366268185
20250425 5PM,#4,2850,0.004695376638340775
20250425 5PM,#4,2950,0.0024485092899323058
20250425 5PM,#4,3050,0.0017859714820682702
20250425 5PM,#4,3150,0.0009217917326803975
20250425 5PM,#4,3250,0.0006049258245715109
20250425 5PM,#4,3350,0.00046089586634019876
20250425 5PM,#4,3450,0.00040328388304767393
20250426 5PM,#1,550,0.010759723736822973
20250426 5PM,#1,650,0.013231552162849873
20250426 5PM,#1,750,0.01664849145765176
20250426 5PM,#1,850,0.020610687022900764
20250426 5PM,#1,950,0.02391857506361323
20250426 5PM,#1,1050,0.0322064703744093
20250426 5PM,#1,1150,0.042748091603053436
20250426 5PM,#1,1250,0.050272628135223554
20250426 5PM,#1,1350,0.06477644492911669
20250426 5PM,#1,1450,0.08091603053435115
20250426 5PM,#1,1550,0.08996728462377317
20250426 5PM,#1,1650,0.09251181388585969
20250426 5PM,#1,1750,0.09316612141039622
20250426 5PM,#1,1850,0.087168302435478
20250426 5PM,#1,1950,0.07793529625590695
20250426 5PM,#1,2050,0.06208651399491094
20250426 5PM,#1,2150,0.04856415848782261
20250426 5PM,#1,2250,0.03569611050527081
20250426 5PM,#1,2350,0.023082515448927664
20250426 5PM,#1,2450,0.013486005089058525
20250426 5PM,#1,2550,0.008287895310796075
20250426 5PM,#1,2650,0.004616503089785532
20250426 5PM,#1,2750,0.0030170846964740093
20250426 5PM,#1,2850,0.0014176663031624864
20250426 5PM,#1,2950,0.0010178117048346056
20250426 5PM,#1,3050,0.0006906579425663396
20250426 5PM,#1,3150,0.0003998545983278808
20250426 5PM,#1,3250,0.0002544529262086514
20250426 5PM,#1,3350,0.0003635041802980734
20250426 5PM,#1,3450,0.0001817520901490367
20250426 5PM,#3,550,0.005649023701338573
20250426 5PM,#3,650,0.010397478406811576
20250426 5PM,#3,750,0.013221990257480862
20250426 5PM,#3,850,0.017602030373736133
20250426 5PM,#3,950,0.02202300544434893
20250426 5PM,#3,1050,0.025256866838593475
20250426 5PM,#3,1150,0.03057841090507184
20250426 5PM,#3,1250,0.033034508166523396
20250426 5PM,#3,1350,0.04384133611691023
20250426 5PM,#3,1450,0.05333824552785624
20250426 5PM,#3,1550,0.061934585942936674
20250426 5PM,#3,1650,0.07691677923779115
20250426 5PM,#3,1750,0.08146055917147653
20250426 5PM,#3,1850,0.08223832330426951
20250426 5PM,#3,1950,0.07703958410086373
20250426 5PM,#3,2050,0.07364198288918908
20250426 5PM,#3,2150,0.06381759384338287
20250426 5PM,#3,2250,0.05309263580171108
20250426 5PM,#3,2350,0.04314544189283229
20250426 5PM,#3,2450,0.034917516066969585
20250426 5PM,#3,2550,0.026853330058536986
20250426 5PM,#3,2650,0.020099062589545212
20250426 5PM,#3,2750,0.014531908796921691
20250426 5PM,#3,2850,0.011502722174464776
20250426 5PM,#3,2950,0.007204551966924557
20250426 5PM,#3,3050,0.006385852879774039
20250426 5PM,#3,3150,0.004543779933685374
20250426 5PM,#3,3250,0.0020876826722338203
20250426 5PM,#3,3350,0.0021286176265913463
20250426 5PM,#3,3450,0.001514593311228458
20250426 5PM,#4,550,0.004751346214760849
20250426 5PM,#4,650,0.006810262907823884
20250426 5PM,#4,750,0.009766656108119522
20250426 5PM,#4,850,0.012511878365536902
20250426 5PM,#4,950,0.01610178439446732
20250426 5PM,#4,1050,0.019902861366276
20250426 5PM,#4,1150,0.020905923344947737
20250426 5PM,#4,1250,0.025498891352549888
20250426 5PM,#4,1350,0.0324147397318129
20250426 5PM,#4,1450,0.04022806461830852
20250426 5PM,#4,1550,0.050522648083623695
20250426 5PM,#4,1650,0.06641326153521275
20250426 5PM,#4,1750,0.07734135782916271
20250426 5PM,#4,1850,0.07422658642170837
20250426 5PM,#4,1950,0.0797698236722627
20250426 5PM,#4,2050,0.08045612923661705
20250426 5PM,#4,2150,0.07195649878576708
20250426 5PM,#4,2250,0.06509344314222364
20250426 5PM,#4,2350,0.05495723788406715
20250426 5PM,#4,2450,0.047249498469010665
20250426 5PM,#4,2550,0.038802660753880266
20250426 5PM,#4,2650,0.030619786717347695
20250426 5PM,#4,2750,0.022067363530778164
20250426 5PM,#4,2850,0.015257100622954281
20250426 5PM,#4,2950,0.011825572801182557
20250426 5PM,#4,3050,0.009344314222363002
20250426 5PM,#4,3150,0.006123957343469539
20250426 5PM,#4,3250,0.0042762115932847644
20250426 5PM,#4,3350,0.0030091859360152043
20250426 5PM,#4,3450,0.0017949530144652096
20250427 5PM,#1,550,0.0039037675896504767
20250427 5PM,#1,650,0.004811620517476169
20250427 5PM,#1,750,0.006627326373127553
20250427 5PM,#1,850,0.008170676350431231
20250427 5PM,#1,950,0.009623241034952337
20250427 5PM,#1,1050,0.013345438039037675
20250427 5PM,#1,1150,0.016749886518384022
20250427 5PM,#1,1250,0.02088061733999092
20250427 5PM,#1,1350,0.023740354062641852
20250427 5PM,#1,1450,0.030776214253290968
20250427 5PM,#1,1550,0.0371765773944621
20250427 5PM,#1,1650,0.046935996368588286
20250427 5PM,#1,1750,0.05197458011802088
20250427 5PM,#1,1850,0.06404902405810259
20250427 5PM,#1,1950,0.07135724012709942
20250427 5PM,#1,2050,0.08029959146618249
20250427 5PM,#1,2150,0.08234226055379029
20250427 5PM,#1,2250,0.08334089877439854
20250427 5PM,#1,2350,0.07412619155696777
20250427 5PM,#1,2450,0.06731729459827508
20250427 5PM,#1,2550,0.05696777122106219
20250427 5PM,#1,2650,0.04738992283250113
20250427 5PM,#1,2750,0.03368134362233318
20250427 5PM,#1,2850,0.023649568769859283
20250427 5PM,#1,2950,0.016205174761688607
20250427 5PM,#1,3050,0.009577848388561053
20250427 5PM,#1,3150,0.006718111665910123
20250427 5PM,#1,3250,0.003994552882433046
20250427 5PM,#1,3350,0.0024965955515206537
20250427 5PM,#1,3450,0.0017703132092600998
20250427 5PM,#3,550,0.00580647675460816
20250427 5PM,#3,650,0.007014535676707845
20250427 5PM,#3,750,0.008495382097346167
20250427 5PM,#3,850,0.011885741007754958
20250427 5PM,#3,950,0.014301858851954327
20250427 5PM,#3,1050,0.017068703479989088
20250427 5PM,#3,1150,0.020887728459530026
20250427 5PM,#3,1250,0.024940571294961224
20250427 5PM,#3,1350,0.027746385565644363
20250427 5PM,#3,1450,0.03292934803787849
20250427 5PM,#3,1550,0.03678734266006781
20250427 5PM,#3,1650,0.04419157476325942
20250427 5PM,#3,1750,0.04949144616343868
20250427 5PM,#3,1850,0.05981840146525856
20250427 5PM,#3,1950,0.06546899964927322
20250427 5PM,#3,2050,0.0695608121273528
20250427 5PM,#3,2150,0.07228868711273917
20250427 5PM,#3,2250,0.07006741748178169
20250427 5PM,#3,2350,0.06581972643310861
20250427 5PM,#3,2450,0.054635438993024435
20250427 5PM,#3,2550,0.049101749736954914
20250427 5PM,#3,2650,0.040567397996960367
20250427 5PM,#3,2750,0.03378668017614279
20250427 5PM,#3,2850,0.028252990920073263
20250427 5PM,#3,2950,0.023031058805190758
20250427 5PM,#3,3050,0.020653910603639764
20250427 5PM,#3,3150,0.015431978488757258
20250427 5PM,#3,3250,0.011573983866567944
20250427 5PM,#3,3350,0.00958653209150072
20250427 5PM,#3,3450,0.008807139238533183
20250427 5PM,#4,550,0.004471924093949292
20250427 5PM,#4,650,0.0047441281692331624
20250427 5PM,#4,750,0.00754394151501011
20250427 5PM,#4,850,0.008982734484367708
20250427 5PM,#4,950,0.011860320423082906
20250427 5PM,#4,1050,0.013687976357131747
20250427 5PM,#4,1150,0.01644890340643957
20250427 5PM,#4,1250,0.0188987400839944
20250427 5PM,#4,1350,0.02344843677088194
20250427 5PM,#4,1450,0.02924249494478146
20250427 5PM,#4,1550,0.03293669310934826
20250427 5PM,#4,1650,0.041958313890185096
20250427 5PM,#4,1750,0.05132991133924405
20250427 5PM,#4,1850,0.059262715818945405
20250427 5PM,#4,1950,0.061712552496500234
20250427 5PM,#4,2050,0.06548452325400529
20250427 5PM,#4,2150,0.06645668066573339
20250427 5PM,#4,2250,0.06124591693887074
20250427 5PM,#4,2350,0.05969046508010577
20250427 5PM,#4,2450,0.05265204541919428
20250427 5PM,#4,2550,0.051563229118058794
20250427 5PM,#4,2650,0.0443692642712708
20250427 5PM,#4,2750,0.0432415616736662
20250427 5PM,#4,2850,0.03725307201742106
20250427 5PM,#4,2950,0.035230984601026596
20250427 5PM,#4,3050,0.026637113081350132
20250427 5PM,#4,3150,0.02453725307201742
20250427 5PM,#4,3250,0.01882096749105615
20250427 5PM,#4,3350,0.014582361175921606
20250427 5PM,#4,3450,0.011704775237206408
20250428 9AM,#1,550,0.00482615975573722
20250428 9AM,#1,650,0.0065005417118093175
20250428 9AM,#1,750,0.007189993105486063
20250428 9AM,#1,850,0.009455333398995371
20250428 9AM,#1,950,0.009947798680193047
20250428 9AM,#1,1050,0.01551265635772678
20250428 9AM,#1,1150,0.015463409829607012
20250428 9AM,#1,1250,0.01753176401063725
20250428 9AM,#1,1350,0.02156997931645819
20250428 9AM,#1,1450,0.024475524475524476
20250428 9AM,#1,1550,0.02679011129715355
20250428 9AM,#1,1650,0.0314192849404117
20250428 9AM,#1,1750,0.03580222594307101
20250428 9AM,#1,1850,0.038461538461538464
20250428 9AM,#1,1950,0.04575002462326406
20250428 9AM,#1,2050,0.05220131980695361
20250428 9AM,#1,2150,0.05653501428149316
20250428 9AM,#1,2250,0.06081946222791293
20250428 9AM,#1,2350,0.0696838372894711
20250428 9AM,#1,2450,0.06973308381759086
20250428 9AM,#1,2550,0.07076726090810598
20250428 9AM,#1,2650,0.06766472963656062
20250428 9AM,#1,2750,0.06160740667782921
20250428 9AM,#1,2850,0.05495912538166059
20250428 9AM,#1,2950,0.04501132670146755
20250428 9AM,#1,3050,0.03087757313109426
20250428 9AM,#1,3150,0.021274500147739583
20250428 9AM,#1,3250,0.014429232739091894
20250428 9AM,#1,3350,0.007928691027282577
20250428 9AM,#1,3450,0.005811090318132572
20250428 9AM,#3,550,0.006737496760818865
20250428 9AM,#3,650,0.00899566875208233
20250428 9AM,#3,750,0.011920186576833377
20250428 9AM,#3,850,0.014844704401584422
20250428 9AM,#3,950,0.017065857179876357
20250428 9AM,#3,1050,0.01751008773553474
20250428 9AM,#3,1150,0.02028652870839966
20250428 9AM,#3,1250,0.022026431718061675
20250428 9AM,#3,1350,0.026505756487617074
20250428 9AM,#3,1450,0.031170177322030132
20250428 9AM,#3,1550,0.036426905563987706
20250428 9AM,#3,1650,0.04368267130640802
20250428 9AM,#3,1750,0.04975382223373931
