time,condition_type,condition_value,area_bin,frequency
day5,cn_ratio,5,1050,0.028483516
day5,cn_ratio,5,1150,0.036835165
day5,cn_ratio,5,1250,0.045538462
day5,cn_ratio,5,1350,0.060395604
day5,cn_ratio,5,1450,0.071296703
day5,cn_ratio,5,1550,0.085802198
day5,cn_ratio,5,1650,0.089142857
day5,cn_ratio,5,1750,0.093186813
day5,cn_ratio,5,1850,0.086153846
day5,cn_ratio,5,1950,0.079208791
day5,cn_ratio,5,2050,0.064615385
day5,cn_ratio,5,2150,0.058549451
day5,cn_ratio,5,2250,0.041934066
day5,cn_ratio,5,2350,0.031472527
day5,cn_ratio,5,2450,0.020395604
day5,cn_ratio,5,2550,0.012747253
day5,cn_ratio,5,2650,0.009406593
day5,cn_ratio,5,2750,0.006241758
day5,cn_ratio,5,2850,0.002813187
day5,cn_ratio,5,2950,0.001934066
day5,cn_ratio,5,3050,0.001230769
day5,cn_ratio,5,3150,0.000967033
day5,cn_ratio,5,3250,0.00043956
day5,cn_ratio,5,3350,8.79E-05
day5,cn_ratio,5,3450,0.000175824
day5,cn_ratio,6,550,0.009680968
day5,cn_ratio,6,650,0.010561056
day5,cn_ratio,6,750,0.013274661
day5,cn_ratio,6,850,0.016574991
day5,cn_ratio,6,950,0.017455079
day5,cn_ratio,6,1050,0.018555189
day5,cn_ratio,6,1150,0.023322332
day5,cn_ratio,6,1250,0.022222222
day5,cn_ratio,6,1350,0.026182618
day5,cn_ratio,6,1450,0.030583058
day5,cn_ratio,6,1550,0.034836817
day5,cn_ratio,6,1650,0.044444444
day5,cn_ratio,6,1750,0.048184818
day5,cn_ratio,6,1850,0.057279061
day5,cn_ratio,6,1950,0.06593326
day5,cn_ratio,6,2050,0.067766777
day5,cn_ratio,6,2150,0.069160249
day5,cn_ratio,6,2250,0.054125413
day5,cn_ratio,6,2350,0.054785479
day5,cn_ratio,6,2450,0.043197653
day5,cn_ratio,6,2550,0.041217455
day5,cn_ratio,6,2650,0.03410341
day5,cn_ratio,6,2750,0.031096443
day5,cn_ratio,6,2850,0.028236157
day5,cn_ratio,6,2950,0.029922992
day5,cn_ratio,6,3050,0.025815915
day5,cn_ratio,6,3150,0.024642464
day5,cn_ratio,6,3250,0.019948662
day5,cn_ratio,6,3350,0.019581958
day5,cn_ratio,6,3450,0.017308398
day6,cn_ratio,1,550,0.006176717
day6,cn_ratio,1,650,0.008061139
day6,cn_ratio,1,750,0.010573702
day6,cn_ratio,1,850,0.016959799
day6,cn_ratio,1,950,0.023450586
day6,cn_ratio,1,1050,0.029522613
day6,cn_ratio,1,1150,0.030674204
day6,cn_ratio,1,1250,0.039782245
day6,cn_ratio,1,1350,0.04491206
day6,cn_ratio,1,1450,0.058835846
day6,cn_ratio,1,1550,0.066164154
day6,cn_ratio,1,1650,0.079250419
day6,cn_ratio,1,1750,0.079041039
day6,cn_ratio,1,1850,0.092860134
day6,cn_ratio,1,1950,0.090556951
day6,cn_ratio,1,2050,0.083752094
day6,cn_ratio,1,2150,0.071922111
day6,cn_ratio,1,2250,0.051821608
day6,cn_ratio,1,2350,0.039572864
day6,cn_ratio,1,2450,0.022508375
day6,cn_ratio,1,2550,0.021356784
day6,cn_ratio,1,2650,0.010887772
day6,cn_ratio,1,2750,0.007118928
day6,cn_ratio,1,2850,0.005862647
day6,cn_ratio,1,2950,0.004187605
day6,cn_ratio,1,3050,0.001570352
day6,cn_ratio,1,3150,0.000942211
day6,cn_ratio,1,3250,0.001046901
day6,cn_ratio,1,3350,0.00031407
day6,cn_ratio,1,3450,0.00031407
day6,cn_ratio,2,550,0.002404627
day6,cn_ratio,2,650,0.004354325
day6,cn_ratio,2,750,0.004614285
day6,cn_ratio,2,850,0.007408852
day6,cn_ratio,2,950,0.013322935
day6,cn_ratio,2,1050,0.027945668
day6,cn_ratio,2,1150,0.056931176
day6,cn_ratio,2,1250,0.083057126
day6,cn_ratio,2,1350,0.106908429
day6,cn_ratio,2,1450,0.11470722
day6,cn_ratio,2,1550,0.10638851
day6,cn_ratio,2,1650,0.100994346
day6,cn_ratio,2,1750,0.096055111
day6,cn_ratio,2,1850,0.084616884
day6,cn_ratio,2,1950,0.067784493
day6,cn_ratio,2,2050,0.046272828
day6,cn_ratio,2,2150,0.028985507
day6,cn_ratio,2,2250,0.019496978
day6,cn_ratio,2,2350,0.011698187
day6,cn_ratio,2,2450,0.007473842
day6,cn_ratio,2,2550,0.003899396
day6,cn_ratio,2,2650,0.002144668
day6,cn_ratio,2,2750,0.001234809
day6,cn_ratio,2,2850,0.000714889
day6,cn_ratio,2,2950,0.00025996
day6,cn_ratio,2,3050,6.50E-05
day6,cn_ratio,2,3150,0.00019497
day6,cn_ratio,2,3250,0
day6,cn_ratio,2,3350,0
day6,cn_ratio,2,3450,6.50E-05
day6,cn_ratio,3,550,0.009746775
day6,cn_ratio,3,650,0.012326804
day6,cn_ratio,3,750,0.016626851
day6,cn_ratio,3,850,0.019971333
day6,cn_ratio,3,950,0.02006689
day6,cn_ratio,3,1050,0.027998089
day6,cn_ratio,3,1150,0.02627807
day6,cn_ratio,3,1250,0.029144768
day6,cn_ratio,3,1350,0.027998089
day6,cn_ratio,3,1450,0.029240325
day6,cn_ratio,3,1550,0.033540373
day6,cn_ratio,3,1650,0.036693741
day6,cn_ratio,3,1750,0.044529384
day6,cn_ratio,3,1850,0.053225036
day6,cn_ratio,3,1950,0.057716197
day6,cn_ratio,3,2050,0.059245103
day6,cn_ratio,3,2150,0.057429527
day6,cn_ratio,3,2250,0.053416149
day6,cn_ratio,3,2350,0.050358337
day6,cn_ratio,3,2450,0.047873865
day6,cn_ratio,3,2550,0.03927377
day6,cn_ratio,3,2650,0.03306259
day6,cn_ratio,3,2750,0.033731486
day6,cn_ratio,3,2850,0.031820354
day6,cn_ratio,3,2950,0.030100334
day6,cn_ratio,3,3050,0.026086957
day6,cn_ratio,3,3150,0.025226947
day6,cn_ratio,3,3250,0.025226947
day6,cn_ratio,3,3350,0.021691352
day6,cn_ratio,3,3450,0.020353559
day6,cn_ratio,4,550,0.009405923
day6,cn_ratio,4,650,0.009825518
day6,cn_ratio,4,750,0.011783629
day6,cn_ratio,4,850,0.017588028
day6,cn_ratio,4,950,0.029196825
day6,cn_ratio,4,1050,0.051155635
day6,cn_ratio,4,1150,0.078429316
day6,cn_ratio,4,1250,0.099444037
day6,cn_ratio,4,1350,0.114514494
day6,cn_ratio,4,1450,0.117416693
day6,cn_ratio,4,1550,0.105213469
day6,cn_ratio,4,1650,0.090667506
day6,cn_ratio,4,1750,0.070736739
day6,cn_ratio,4,1850,0.048498199
day6,cn_ratio,4,1950,0.031050037
day6,cn_ratio,4,2050,0.015804748
day6,cn_ratio,4,2150,0.008321969
day6,cn_ratio,4,2250,0.006189028
day6,cn_ratio,4,2350,0.006468758
day6,cn_ratio,4,2450,0.007447813
day6,cn_ratio,4,2550,0.007972307
day6,cn_ratio,4,2650,0.009405923
day6,cn_ratio,4,2750,0.010315046
day6,cn_ratio,4,2850,0.009161159
day6,cn_ratio,4,2950,0.008252037
day6,cn_ratio,4,3050,0.006853386
day6,cn_ratio,4,3150,0.006713521
day6,cn_ratio,4,3250,0.005594601
day6,cn_ratio,4,3350,0.003846288
day6,cn_ratio,4,3450,0.002727368
day6,cn_ratio,5,550,0.010182296
day6,cn_ratio,5,650,0.013302677
day6,cn_ratio,5,750,0.01707998
day6,cn_ratio,5,850,0.018968632
day6,cn_ratio,5,950,0.022910166
day6,cn_ratio,5,1050,0.030793234
day6,cn_ratio,5,1150,0.035227459
day6,cn_ratio,5,1250,0.044424372
day6,cn_ratio,5,1350,0.053785515
day6,cn_ratio,5,1450,0.059123009
day6,cn_ratio,5,1550,0.068073575
day6,cn_ratio,5,1650,0.070208573
day6,cn_ratio,5,1750,0.074067991
day6,cn_ratio,5,1850,0.07234357
day6,cn_ratio,5,1950,0.070290688
day6,cn_ratio,5,2050,0.0665955
day6,cn_ratio,5,2150,0.062818197
day6,cn_ratio,5,2250,0.054770898
day6,cn_ratio,5,2350,0.045409755
day6,cn_ratio,5,2450,0.033667269
day6,cn_ratio,5,2550,0.024552472
day6,cn_ratio,5,2650,0.017654787
day6,cn_ratio,5,2750,0.014452291
day6,cn_ratio,5,2850,0.00714403
day6,cn_ratio,5,2950,0.005912301
day6,cn_ratio,5,3050,0.00295615
day6,cn_ratio,5,3150,0.001478075
day6,cn_ratio,5,3250,0.001149614
day6,cn_ratio,5,3350,0.000574807
day6,cn_ratio,5,3450,8.21E-05
day6,cn_ratio,6,550,0.010118632
day6,cn_ratio,6,650,0.012153989
day6,cn_ratio,6,750,0.017213305
day6,cn_ratio,6,850,0.020353571
day6,cn_ratio,6,950,0.027855315
day6,cn_ratio,6,1050,0.028553152
day6,cn_ratio,6,1150,0.034135846
day6,cn_ratio,6,1250,0.037741335
day6,cn_ratio,6,1350,0.036229356
day6,cn_ratio,6,1450,0.038264713
day6,cn_ratio,6,1550,0.038671784
day6,cn_ratio,6,1650,0.041695743
day6,cn_ratio,6,1750,0.049953478
day6,cn_ratio,6,1850,0.051988835
day6,cn_ratio,6,1950,0.054431263
day6,cn_ratio,6,2050,0.056117702
day6,cn_ratio,6,2150,0.055070947
day6,cn_ratio,6,2250,0.051465457
day6,cn_ratio,6,2350,0.045650151
day6,cn_ratio,6,2450,0.04314957
day6,cn_ratio,6,2550,0.033961386
day6,cn_ratio,6,2650,0.031518958
day6,cn_ratio,6,2750,0.027971621
day6,cn_ratio,6,2850,0.023900907
day6,cn_ratio,6,2950,0.025063968
day6,cn_ratio,6,3050,0.022388928
day6,cn_ratio,6,3150,0.024075366
day6,cn_ratio,6,3250,0.021691091
day6,cn_ratio,6,3350,0.020295418
day6,cn_ratio,6,3450,0.018318214
day7,cn_ratio,1,550,0.008056335
day7,cn_ratio,1,650,0.012770782
day7,cn_ratio,1,750,0.015157844
day7,cn_ratio,1,850,0.022557737
day7,cn_ratio,1,950,0.025839947
day7,cn_ratio,1,1050,0.031091484
day7,cn_ratio,1,1150,0.03514949
day7,cn_ratio,1,1250,0.038252671
day7,cn_ratio,1,1350,0.042430029
day7,cn_ratio,1,1450,0.046846094
day7,cn_ratio,1,1550,0.047383183
day7,cn_ratio,1,1650,0.055081458
day7,cn_ratio,1,1750,0.057886256
day7,cn_ratio,1,1850,0.057468521
day7,cn_ratio,1,1950,0.064629707
day7,cn_ratio,1,2050,0.06630065
day7,cn_ratio,1,2150,0.070060273
day7,cn_ratio,1,2250,0.066061944
day7,cn_ratio,1,2350,0.057587874
day7,cn_ratio,1,2450,0.050008951
day7,cn_ratio,1,2550,0.038252671
day7,cn_ratio,1,2650,0.029360864
day7,cn_ratio,1,2750,0.021304529
day7,cn_ratio,1,2850,0.01557558
day7,cn_ratio,1,2950,0.010085337
day7,cn_ratio,1,3050,0.005490243
day7,cn_ratio,1,3150,0.003819299
day7,cn_ratio,1,3250,0.002745121
day7,cn_ratio,1,3350,0.00173062
day7,cn_ratio,1,3450,0.001014501
day7,cn_ratio,2,550,0.006129866
day7,cn_ratio,2,650,0.006961776
day7,cn_ratio,2,750,0.009588861
day7,cn_ratio,2,850,0.01243487
day7,cn_ratio,2,950,0.024519462
day7,cn_ratio,2,1050,0.047112395
day7,cn_ratio,2,1150,0.080563948
day7,cn_ratio,2,1250,0.105871536
day7,cn_ratio,2,1350,0.12018915
day7,cn_ratio,2,1450,0.128070406
day7,cn_ratio,2,1550,0.122290818
day7,cn_ratio,2,1650,0.111125706
day7,cn_ratio,2,1750,0.088357634
day7,cn_ratio,2,1850,0.061473795
day7,cn_ratio,2,1950,0.037654889
day7,cn_ratio,2,2050,0.019659355
day7,cn_ratio,2,2150,0.007793686
day7,cn_ratio,2,2250,0.003984413
day7,cn_ratio,2,2350,0.002233022
day7,cn_ratio,2,2450,0.001269758
day7,cn_ratio,2,2550,0.000744341
day7,cn_ratio,2,2650,0.000481632
day7,cn_ratio,2,2750,0.000306493
day7,cn_ratio,2,2850,0.000306493
day7,cn_ratio,2,2950,0.000175139
day7,cn_ratio,2,3050,0.000262709
day7,cn_ratio,2,3150,0.000262709
day7,cn_ratio,2,3250,4.38E-05
day7,cn_ratio,2,3350,8.76E-05
day7,cn_ratio,2,3450,4.38E-05
day7,cn_ratio,3,550,0.013372093
day7,cn_ratio,3,650,0.015863787
day7,cn_ratio,3,750,0.023671096
day7,cn_ratio,3,850,0.030149502
day7,cn_ratio,3,950,0.035299003
day7,cn_ratio,3,1050,0.044019934
day7,cn_ratio,3,1150,0.042026578
day7,cn_ratio,3,1250,0.045930233
day7,cn_ratio,3,1350,0.04576412
day7,cn_ratio,3,1450,0.044269103
day7,cn_ratio,3,1550,0.045099668
day7,cn_ratio,3,1650,0.042940199
day7,cn_ratio,3,1750,0.04244186
day7,cn_ratio,3,1850,0.039784053
day7,cn_ratio,3,1950,0.040033223
day7,cn_ratio,3,2050,0.041860465
day7,cn_ratio,3,2150,0.040448505
day7,cn_ratio,3,2250,0.040116279
day7,cn_ratio,3,2350,0.038039867
day7,cn_ratio,3,2450,0.035631229
day7,cn_ratio,3,2550,0.036212625
day7,cn_ratio,3,2650,0.032641196
day7,cn_ratio,3,2750,0.032807309
day7,cn_ratio,3,2850,0.033554817
day7,cn_ratio,3,2950,0.027740864
day7,cn_ratio,3,3050,0.026993355
day7,cn_ratio,3,3150,0.022508306
day7,cn_ratio,3,3250,0.016943522
day7,cn_ratio,3,3350,0.011960133
day7,cn_ratio,3,3450,0.011877076
day7,cn_ratio,4,550,0.006310367
day7,cn_ratio,4,650,0.008370895
day7,cn_ratio,4,750,0.010946555
day7,cn_ratio,4,850,0.012105602
day7,cn_ratio,4,950,0.018158403
day7,cn_ratio,4,1050,0.026786864
day7,cn_ratio,4,1150,0.037733419
day7,cn_ratio,4,1250,0.059497746
day7,cn_ratio,4,1350,0.075660013
day7,cn_ratio,4,1450,0.096844816
day7,cn_ratio,4,1550,0.11030264
day7,cn_ratio,4,1650,0.113650998
day7,cn_ratio,4,1750,0.108757244
day7,cn_ratio,4,1850,0.095041854
day7,cn_ratio,4,1950,0.080746941
day7,cn_ratio,4,2050,0.057630393
day7,cn_ratio,4,2150,0.039021249
day7,cn_ratio,4,2250,0.023889247
day7,cn_ratio,4,2350,0.009658725
day7,cn_ratio,4,2450,0.005022537
day7,cn_ratio,4,2550,0.002060528
day7,cn_ratio,4,2650,0.000643915
day7,cn_ratio,4,2750,0.000193175
day7,cn_ratio,4,2850,0.000515132
day7,cn_ratio,4,2950,0.000193175
day7,cn_ratio,4,3050,0
day7,cn_ratio,4,3150,6.44E-05
day7,cn_ratio,4,3250,0.000128783
day7,cn_ratio,4,3350,6.44E-05
day7,cn_ratio,4,3450,0
day7,cn_ratio,5,550,0.011067063
day7,cn_ratio,5,650,0.020069376
day7,cn_ratio,5,750,0.022960026
day7,cn_ratio,5,850,0.026676577
day7,cn_ratio,5,950,0.026841758
day7,cn_ratio,5,1050,0.025850677
day7,cn_ratio,5,1150,0.027419888
day7,cn_ratio,5,1250,0.026428807
day7,cn_ratio,5,1350,0.028741328
day7,cn_ratio,5,1450,0.033283779
day7,cn_ratio,5,1550,0.03749587
day7,cn_ratio,5,1650,0.044928973
day7,cn_ratio,5,1750,0.052857615
day7,cn_ratio,5,1850,0.056987116
day7,cn_ratio,5,1950,0.062768418
day7,cn_ratio,5,2050,0.065989428
day7,cn_ratio,5,2150,0.065411298
day7,cn_ratio,5,2250,0.067888999
day7,cn_ratio,5,2350,0.063098778
day7,cn_ratio,5,2450,0.055583086
day7,cn_ratio,5,2550,0.052527255
day7,cn_ratio,5,2650,0.039147671
day7,cn_ratio,5,2750,0.026759167
day7,cn_ratio,5,2850,0.021886356
day7,cn_ratio,5,2950,0.013296994
day7,cn_ratio,5,3050,0.008754542
day7,cn_ratio,5,3150,0.007102742
day7,cn_ratio,5,3250,0.004129501
day7,cn_ratio,5,3350,0.002395111
day7,cn_ratio,5,3450,0.0016518
day7,cn_ratio,6,550,0.011721673
day7,cn_ratio,6,650,0.013384321
day7,cn_ratio,6,750,0.022528889
day7,cn_ratio,6,850,0.026851775
day7,cn_ratio,6,950,0.033751767
day7,cn_ratio,6,1050,0.041150553
day7,cn_ratio,6,1150,0.045889101
day7,cn_ratio,6,1250,0.05029512
day7,cn_ratio,6,1350,0.051708371
day7,cn_ratio,6,1450,0.05919029
day7,cn_ratio,6,1550,0.058442098
day7,cn_ratio,6,1650,0.054784271
day7,cn_ratio,6,1750,0.052622828
day7,cn_ratio,6,1850,0.051542107
day7,cn_ratio,6,1950,0.04996259
day7,cn_ratio,6,2050,0.043311996
day7,cn_ratio,6,2150,0.039238507
day7,cn_ratio,6,2250,0.033502369
day7,cn_ratio,6,2350,0.032089118
day7,cn_ratio,6,2450,0.02942888
day7,cn_ratio,6,2550,0.028181894
day7,cn_ratio,6,2650,0.024690332
day7,cn_ratio,6,2750,0.023859007
day7,cn_ratio,6,2850,0.022113226
day7,cn_ratio,6,2950,0.021448167
day7,cn_ratio,6,3050,0.019286724
day7,cn_ratio,6,3150,0.016792751
day7,cn_ratio,6,3250,0.016044559
day7,cn_ratio,6,3350,0.013799983
day7,cn_ratio,6,3450,0.012386732
