sequence,image,label,area,perimeter,major_axis_length,minor_axis_length,aspect_ratio,eccentricity,orientation_deg,centroid_x,centroid_y,nuclear_area,nuclear_fraction,nuclear_mean_R,nuclear_mean_G,nuclear_mean_B
6212,B-160-1-01_masks.tif,1,16739,1071.941125,443.5013208,50.50076768,8.782070871,0.993495846,-85.55032543,1943.261067,26.61043073,5027,0.300316626,195.1082153,198.3618469,142.1229401
6213,B-160-1-01_masks.tif,2,12303,720.4680374,255.5083212,69.05612328,3.700009631,0.962784691,48.14557636,4623.196537,68.75006096,11775,0.957083638,190.1371613,192.9779205,167.2116394
6214,B-160-1-01_masks.tif,3,29284,1558.8772,576.8725009,83.0849993,6.943160688,0.989573813,-46.45806418,4027.355143,360.0564472,22360,0.763556891,203.8119812,205.9420319,182.0858612
6215,B-160-1-01_masks.tif,4,28091,1370.669048,582.0684467,67.35187246,8.642201404,0.993282893,88.73749845,2863.923356,325.6944217,21059,0.749670713,199.0689545,200.8099213,181.9161377
6216,B-160-1-01_masks.tif,5,16959,858.2842712,350.8825186,64.68152972,5.424771494,0.982862618,87.54454506,4731.789256,450.8562415,15139,0.892682352,199.4452667,199.0377197,181.1812592
6217,B-160-1-01_masks.tif,6,22052,1207.965512,427.4375897,76.70758443,5.572298918,0.983765427,-54.88896717,1747.812942,688.7252857,18315,0.830536913,197.1920776,197.9310455,167.1661987
6218,B-160-1-01_masks.tif,7,22880,1359.279221,499.2605504,67.9707366,7.345227893,0.990689222,-58.94393446,1212.182911,748.6258741,19024,0.831468531,195.9892731,199.0641785,174.7789612
6219,B-160-1-01_masks.tif,8,21361,1196.124892,465.645236,69.52178967,6.697831547,0.988791635,14.47193044,4104.532419,902.8886756,18444,0.863442723,203.1666107,201.7490845,184.7309723
6220,B-160-1-01_masks.tif,9,21600,1189.137085,424.3338158,76.2420122,5.565616694,0.983726098,34.02052444,1452.435139,933.3421296,15260,0.706481481,188.0506592,186.4193268,165.3920746
6221,B-160-1-01_masks.tif,10,31832,1351.84062,546.3526504,77.54820174,7.045329719,0.98987555,85.4938396,1844.146362,823.0618246,23806,0.747863785,190.9838257,191.9402313,166.1537781
6222,B-160-1-01_masks.tif,11,25346,1205.539105,455.1147503,73.34297407,6.205294454,0.986929483,73.98555902,4780.965596,964.8352403,24015,0.947486783,198.591095,196.7318726,175.9918823
6223,B-160-1-01_masks.tif,12,24337,1413.320851,516.4789575,66.38385424,7.780189375,0.991705417,39.47843971,3831.884374,1102.83975,20355,0.836380819,192.3869324,192.1742554,177.1377563
6224,B-160-1-01_masks.tif,13,20506,1012.752309,359.4708076,74.17978279,4.845940417,0.978476497,-30.618523,3552.02648,1099.324734,15059,0.734370428,203.5384216,204.1259003,173.662796
6225,B-160-1-01_masks.tif,14,23443,1128.526912,473.435974,65.58120446,7.21908019,0.990359384,-2.970841555,1942.015655,1254.695431,16541,0.705583756,195.9394226,193.5421753,168.4983368
6226,B-160-1-01_masks.tif,15,23843,1134.208153,393.7946141,79.15549823,4.974949599,0.979589792,44.8563793,3788.454263,1155.202533,23094,0.968586168,200.8106384,195.7521057,173.0830994
6227,B-160-1-01_masks.tif,16,22581,1244.308658,446.3938663,66.371034,6.725733192,0.988884959,-25.24400059,3206.604225,1229.491387,15522,0.687392055,201.9748077,200.4425964,170.0872345
6228,B-160-1-01_masks.tif,17,23593,1237.279221,437.8565523,72.6727829,6.025041767,0.986130137,53.3202225,4341.703302,1148.76972,20166,0.854745051,200.4104462,199.4213562,182.9035034
6229,B-160-1-01_masks.tif,18,18964,1151.580736,428.7740888,59.64917556,7.188265131,0.990276145,-63.99558408,1680.132145,1125.646172,12942,0.68245096,198.9368744,200.6628876,180.0127563
6230,B-160-1-01_masks.tif,19,21787,1076.083261,449.9024523,64.74651689,6.948674213,0.989590439,79.28645725,4778.970395,1241.950705,18523,0.850185891,196.7659149,196.0831909,175.5426788
6231,B-160-1-01_masks.tif,20,26228,1184.693434,412.8363437,83.83611617,4.924325727,0.979163499,42.35729853,2111.439035,1399.4149,21633,0.824805551,191.9771118,190.2020111,163.3220062
6232,B-160-1-01_masks.tif,21,28979,1369.279221,523.9442941,74.36780061,7.045311141,0.989875496,59.49301262,3560.592153,1395.849443,16390,0.565581973,185.2969513,184.9056091,162.3075104
6233,B-160-1-01_masks.tif,22,22659,1366.391919,490.3791042,60.22911655,8.141894357,0.992428773,-47.88654431,1529.105389,1791.115274,17620,0.777615958,204.2021637,204.416626,176.7320099
6234,B-160-1-01_masks.tif,23,18525,1246.007143,439.3801008,56.39150308,7.791601159,0.991729797,-45.40181778,1547.601943,1850.705101,14159,0.764318489,203.7761841,203.5752563,180.1577148
6235,B-160-1-01_masks.tif,24,20639,1016.308658,370.2152666,72.11973437,5.133342071,0.980842019,43.57591568,246.6326857,1950.649256,14107,0.683511798,182.872467,182.4434662,163.3075104
6236,B-160-1-01_masks.tif,25,17671,870.4264069,346.379766,66.84569578,5.181781145,0.981201936,-82.20531519,1586.070171,1988.045046,14212,0.80425556,198.9514465,199.486145,174.4946594
6237,B-160-1-01_masks.tif,26,22085,1093.497475,435.1257987,69.59934442,6.251866341,0.987124755,82.94276215,1758.088974,2053.468463,14858,0.67276432,193.0171661,192.2624207,173.4831085
6238,B-160-1-01_masks.tif,27,21892,937.9238816,315.7820527,90.71008208,3.481223316,0.957854043,44.50022732,3287.595286,2160.557829,21097,0.963685365,202.7701569,200.1162262,179.8141479
6239,B-160-1-01_masks.tif,28,22415,1118.124892,431.8945626,77.34996504,5.583642635,0.983831866,78.20945755,832.3352219,2108.998439,11754,0.524380995,186.1691284,184.719162,167.2757416
6240,B-160-1-01_masks.tif,29,20668,1102.769553,464.3470752,63.96610922,7.259267147,0.990466341,-86.65392846,1851.133878,2171.8533,14143,0.684294562,197.618042,198.0845642,180.0178223
6241,B-160-1-01_masks.tif,30,24555,1348.735065,470.6160191,69.97658216,6.725335886,0.988883638,43.2791778,1066.287151,2333.091142,15844,0.645245368,189.6767273,189.2616119,172.9358063
6242,B-160-1-01_masks.tif,31,23357,1262.426407,541.2253651,58.23383792,9.294001297,0.994194669,-82.17997177,339.6125787,2214.701374,12566,0.537997174,190.5939789,192.2036438,175.3443451
6243,B-160-1-01_masks.tif,32,24455,1245.178716,432.5484225,76.6333405,5.6443895,0.984180789,-41.51385171,244.0256798,2422.378614,16670,0.681660192,194.6297607,194.7689819,161.4532166
6244,B-160-1-01_masks.tif,33,11848,694.0832611,261.8492911,59.19928182,4.423183576,0.974108389,-21.79559212,2922.343096,2394.320223,9381,0.791779203,203.8458557,204.958313,186.9811249
6245,B-160-1-01_masks.tif,34,24348,1189.923882,441.5690083,74.11307291,5.958044795,0.985814199,-23.76326659,271.5625924,2556.999713,14924,0.612945622,194.5135345,194.9422455,169.8751068
6246,B-160-1-01_masks.tif,35,18947,1020.994949,363.481661,69.34551677,5.241602888,0.98163256,-34.09450448,3429.155645,2561.043754,14620,0.771626115,203.0513,202.1325531,172.2316742
6247,B-160-1-01_masks.tif,36,20456,972.7695526,407.1994356,67.21477854,6.058183102,0.986282525,-2.194342652,2814.278305,2630.07587,15466,0.756061791,197.3077698,196.9491119,179.3893738
6248,B-160-1-01_masks.tif,37,17616,1103.722871,391.4912461,60.95454041,6.42267571,0.987804649,-33.15682024,3308.996537,2650.447264,8989,0.51027475,201.5238647,200.2843475,173.9044342
6249,B-160-1-01_masks.tif,38,21679,1255.764502,427.707949,65.80141706,6.499980824,0.988094743,-45.4589404,2974.938973,2657.307948,15208,0.701508372,201.1660919,201.7056885,168.0241394
6250,B-160-1-01_masks.tif,39,21564,1160.367532,444.1226473,66.60371246,6.668136518,0.988691013,17.80025677,155.9766277,2772.372612,12592,0.58393619,189.0963287,187.5598755,170.3333893
