sequence,image,label,area,perimeter,major_axis_length,minor_axis_length,aspect_ratio,eccentricity,orientation_deg,centroid_x,centroid_y,nuclear_area,nuclear_fraction,nuclear_mean_R,nuclear_mean_G,nuclear_mean_B
22866,B-220-1-01_masks.tif,1,17468,936.7695526,372.854287,62.43655267,5.971730837,0.985879612,-84.66535583,267.2561827,34.99358828,7801,0.446588047,194.8605347,196.6346588,147.6409454
22867,B-220-1-01_masks.tif,2,9445,674.7106781,249.8224121,52.91406771,4.721285338,0.977311573,45.69282303,1353.16792,72.09253573,6742,0.713816834,189.385498,194.3417358,166.7094269
22868,B-220-1-01_masks.tif,3,23610,1195.279221,411.7967786,78.3949656,5.252847239,0.981711842,47.77454408,1559.517366,147.4487082,10029,0.424777637,171.450592,165.753418,138.8342743
22869,B-220-1-01_masks.tif,4,23600,1063.781746,404.278594,75.65866323,5.343454097,0.982332326,21.30806236,1830.912415,173.6322881,12942,0.548389831,180.5856171,177.5311432,156.9534149
22870,B-220-1-01_masks.tif,5,15658,965.4386002,353.2201837,63.47493626,5.564718998,0.983720803,60.35877947,2283.733172,70.07408354,6568,0.419466088,177.5764313,174.3000946,154.0730743
22871,B-220-1-01_masks.tif,6,6071,480.1837662,167.1063889,53.745189,3.109234371,0.946867949,55.30691409,2979.000165,44.18860155,0,0,,,
22872,B-220-1-01_masks.tif,7,15663,813.4974747,322.7267598,62.92704296,5.128586131,0.980806122,73.98892721,1023.498947,86.65619613,7502,0.478963162,179.1650238,177.86763,149.669281
22873,B-220-1-01_masks.tif,8,8301,552.627417,232.8239621,48.40017861,4.810394689,0.978153667,-84.79637554,2095.139381,63.43524877,5773,0.695458379,195.3040009,195.782959,157.8380432
22874,B-220-1-01_masks.tif,9,16788,921.4974747,361.9487285,66.40866718,5.450323637,0.983024312,-80.05577811,386.3018227,92.02632833,7586,0.451870384,183.2792053,181.3804321,147.2056427
22875,B-220-1-01_masks.tif,10,15676,733.9411255,292.6444249,69.61781625,4.203585241,0.971291572,-87.92275249,142.6256698,152.9179638,10767,0.686846134,185.2303314,187.1604004,169.688858
22876,B-220-1-01_masks.tif,11,20417,1289.823376,497.1966347,62.43884732,7.962937435,0.992083269,63.06023255,586.9143851,257.6234021,7088,0.347161679,185.1234436,183.6798859,161.364563
22877,B-220-1-01_masks.tif,12,16828,923.8406204,391.5913679,58.06852378,6.743608109,0.988944134,11.28500695,3385.810435,342.8287972,10807,0.64220347,192.4838562,195.5731506,165.2691803
22878,B-220-1-01_masks.tif,13,22587,999.1543289,400.9795871,73.28597254,5.471437072,0.983156193,-77.57006445,193.7460929,217.8351707,13766,0.609465622,178.8143311,172.6132507,148.1161499
22879,B-220-1-01_masks.tif,14,18444,829.5979797,341.7702544,71.71445918,4.765709152,0.977737378,7.665721247,412.6601605,338.4250163,9494,0.514747343,177.6183929,174.692749,147.405838
22880,B-220-1-01_masks.tif,15,11444,677.3553391,274.6416564,56.90055749,4.826695352,0.97830261,-80.73865354,672.3676162,204.3869276,8418,0.735581964,186.3427124,187.6009674,154.0465698
22881,B-220-1-01_masks.tif,16,17619,957.254834,394.9892405,62.56856293,6.31290255,0.987374104,-10.25114119,3621.360179,375.8905159,10162,0.576763721,195.8609467,195.2427673,165.6529236
22882,B-220-1-01_masks.tif,17,16313,796.1837662,325.5639699,67.19061536,4.845378601,0.97847145,-9.443181392,335.0905413,378.1371912,8948,0.548519586,185.0163116,183.0231323,162.060791
22883,B-220-1-01_masks.tif,18,21188,1136.267027,445.0694129,63.9482267,6.959839793,0.989623987,68.75471317,2714.081225,331.2671323,11799,0.556871814,183.7442169,183.7193756,166.4101257
22884,B-220-1-01_masks.tif,19,15959,958.4680374,387.3316307,54.32593607,7.129773709,0.990115145,68.49684931,587.5531675,313.345949,8197,0.513628673,191.1015015,186.8105469,168.4585876
22885,B-220-1-01_masks.tif,20,14442,813.1543289,303.1077137,64.26870966,4.716256407,0.977262598,-70.51020499,121.3494668,299.2811937,9283,0.642778009,185.7170105,180.7747498,145.2156677
22886,B-220-1-01_masks.tif,21,14684,831.9827561,307.6229881,65.17277152,4.72011518,0.977300191,-72.60089792,166.8214383,342.4417053,4148,0.282484337,183.5429077,175.459259,147.4228516
22887,B-220-1-01_masks.tif,22,25021,1173.84062,481.9287541,69.50320124,6.933907295,0.98954582,84.45549513,4474.913872,340.0474402,14429,0.576675593,180.4048767,178.4779968,151.1949615
22888,B-220-1-01_masks.tif,23,20464,964.8700577,430.0962875,62.01342306,6.935535346,0.989550753,-3.826932999,2626.600274,554.8412334,9959,0.4866595,198.9142456,197.9555206,158.3278503
22889,B-220-1-01_masks.tif,24,23552,1092.811183,439.4184029,71.30548083,6.162477243,0.986745999,-76.99195512,4118.072987,395.0019956,12464,0.529211957,182.9146271,178.9866028,155.6931152
22890,B-220-1-01_masks.tif,25,17945,1018.024387,359.3763491,65.93697849,5.450300535,0.983024167,22.68647143,575.8972416,517.3720814,8643,0.481638339,187.1541138,184.8729553,143.125412
22891,B-220-1-01_masks.tif,26,15550,915.0954544,324.5937328,68.05285522,4.76972982,0.977775321,35.79646963,2412.282894,480.1856592,10760,0.691961415,194.0751801,192.4066925,172.27565
22892,B-220-1-01_masks.tif,27,24345,1265.63961,477.5953047,67.88741542,7.03510808,0.989845957,-11.08716914,234.3215855,624.4477305,10260,0.421441774,190.8423004,184.2962036,150.8839111
22893,B-220-1-01_masks.tif,28,16624,882.7523087,318.2843076,69.82606842,4.558244719,0.975638885,48.98229173,4727.875361,463.9079644,10057,0.60496872,182.1543274,180.2869568,152.2759247
22894,B-220-1-01_masks.tif,29,13470,776.5269119,309.9251615,59.41694116,5.216107652,0.981450868,11.42547664,154.5701559,510.9141797,9406,0.698292502,188.523819,186.5605927,152.1320496
22895,B-220-1-01_masks.tif,30,19382,1198.793939,444.6747608,57.23214457,7.769667974,0.991682843,33.15404325,2412.353885,570.3542462,12621,0.65117119,188.3311157,189.0393829,160.1541901
22896,B-220-1-01_masks.tif,31,14398,907.9827561,352.0002192,54.77355408,6.42646301,0.987819107,19.99164943,108.6287679,535.7593416,12252,0.850951521,193.1867523,188.9067841,173.0453033
22897,B-220-1-01_masks.tif,32,21219,1097.03658,406.2886865,66.95067541,6.068477787,0.986329349,48.30334289,851.65644,546.3068948,10598,0.499458033,177.3018494,175.0121765,155.1205902
22898,B-220-1-01_masks.tif,33,15170,805.5979797,321.0026775,65.6212306,4.891750346,0.978882062,89.0165558,4341.648846,444.91147,8535,0.562623599,188.5731659,186.5168152,157.0077362
22899,B-220-1-01_masks.tif,34,14260,843.4386002,301.6353462,61.54790324,4.900822455,0.978961013,33.80897188,4222.41115,547.4159187,9560,0.670406732,183.5055389,184.3796082,161.9814911
22900,B-220-1-01_masks.tif,35,12707,761.882251,261.418843,67.15595303,3.892712875,0.966440581,30.24907194,57.11080507,554.523491,7461,0.587156685,173.3916321,169.6633148,151.3738098
22901,B-220-1-01_masks.tif,36,14250,772.6690476,295.2643752,65.62360251,4.499362484,0.974988866,-14.87422601,4117.220421,589.0329123,7427,0.521192982,195.6951599,195.1071777,162.3796997
22902,B-220-1-01_masks.tif,37,13671,857.7817459,317.4061982,56.50830246,5.616983423,0.984024788,59.83429254,4460.018214,548.5135689,3281,0.239997074,178.5361176,178.3261261,166.5394745
22903,B-220-1-01_masks.tif,38,20874,972.7695526,408.4118539,66.33701104,6.156621281,0.986720604,6.534146366,4338.086663,689.4732203,13736,0.658043499,184.1890717,182.923996,153.0307922
22904,B-220-1-01_masks.tif,39,8534,492.7695526,164.1255358,69.69969189,2.354752673,0.905346785,-45.57591277,333.0633935,549.6951019,4939,0.578743848,169.9605255,161.4695282,118.6189499
22905,B-220-1-01_masks.tif,40,18805,944.9533188,354.3522215,68.87880381,5.144575716,0.980926406,-24.6282687,425.3622441,683.6369583,8426,0.448072321,194.4487305,192.51828,150.4319916
22906,B-220-1-01_masks.tif,41,24941,1412.149278,510.633629,65.62794609,7.780734571,0.991706584,-43.29028625,3006.828275,761.4862275,9079,0.364019085,201.3538971,195.1867981,138.4424438
22907,B-220-1-01_masks.tif,42,14970,853.3969696,299.2237428,73.54886722,4.068366435,0.969320845,-66.52271795,3433.343019,667.2830995,7721,0.515764863,188.4016266,185.8164673,160.1840363
22908,B-220-1-01_masks.tif,43,18771,874.8111832,321.3214951,75.79852636,4.239152271,0.971778253,19.66394923,619.6103564,744.868414,7855,0.418464653,172.1919861,169.6920471,149.0851746
22909,B-220-1-01_masks.tif,44,12449,656.2253967,234.1103197,68.64955477,3.410223423,0.956040112,55.90080242,1648.868905,663.5386778,7500,0.602458029,179.2693329,181.7322693,156.4706726
22910,B-220-1-01_masks.tif,45,14175,849.882251,303.3199964,62.85691382,4.825562981,0.978292313,-25.20568302,2922.535026,747.9916755,4922,0.347231041,197.691391,191.9382324,154.3053589
22911,B-220-1-01_masks.tif,46,26182,1246.551299,439.7177121,80.62072435,5.454152337,0.983048342,25.76521382,1809.636239,816.7725919,17054,0.651363532,181.8308868,178.8598022,153.8011017
22912,B-220-1-01_masks.tif,47,23469,952.5269119,411.6515095,73.66872885,5.587873117,0.983856538,89.66913148,4714.457838,696.7948784,9006,0.383740253,179.7627106,176.9566956,144.3770752
22913,B-220-1-01_masks.tif,48,15577,957.9238816,362.9934753,64.17246281,5.656530223,0.984249165,54.91954414,1927.837196,790.1244142,10187,0.653977017,187.1607971,190.9137115,174.0883484
22914,B-220-1-01_masks.tif,49,18688,885.3553391,368.2821686,67.96727092,5.418522233,0.98282272,6.803769015,3542.643461,822.9155073,12160,0.650684932,192.4893036,187.8800964,154.71875
22915,B-220-1-01_masks.tif,50,22936,1014.183766,433.732131,74.65839267,5.809556239,0.98507421,-2.68275892,3675.601151,890.9495553,15562,0.678496686,199.4730682,199.4843903,172.6833954
22916,B-220-1-01_masks.tif,51,19909,1104.693434,409.4439643,62.74926309,6.525080043,0.988186702,44.17339609,2215.36707,820.1043247,13763,0.691295394,189.1320953,189.2543793,162.0351715
22917,B-220-1-01_masks.tif,52,11514,638.8700577,266.3455327,57.87578163,4.602020486,0.976105788,-2.998702122,2469.20905,815.3778878,4425,0.384314747,192.1889191,186.4980774,155.6022644
22918,B-220-1-01_masks.tif,53,13894,779.1543289,289.1510888,63.20854121,4.574557223,0.975814464,-21.23477536,719.4406219,857.0699583,8999,0.64768965,194.3275909,188.5133972,155.5649567
22919,B-220-1-01_masks.tif,54,14851,861.9238816,313.6801903,62.38446835,5.028177664,0.98002401,-36.61282869,838.6774628,835.939398,9439,0.635580096,204.2240753,201.1802063,163.6433868
22920,B-220-1-01_masks.tif,55,15761,748.6690476,275.9800137,78.20148501,3.529089168,0.95901384,13.99034317,1630.713851,893.5271239,10089,0.640124358,191.4655609,187.5140228,149.7542877
22921,B-220-1-01_masks.tif,56,20911,1028.669048,448.4049702,63.13979865,7.101780174,0.990036671,82.09008635,4902.767778,858.2297355,12608,0.602936254,185.010788,183.5489349,156.0214996
22922,B-220-1-01_masks.tif,57,20648,1146.308658,424.7127309,66.3856768,6.397656111,0.987708482,59.44127396,2731.884735,935.984599,13801,0.668394033,191.5693054,192.5490112,162.6020508
22923,B-220-1-01_masks.tif,58,21570,1237.764502,435.1622739,67.64718438,6.432821675,0.987843325,48.24751504,4901.951275,1024.539036,13512,0.626425591,188.0150299,186.3769989,172.8248901
22924,B-220-1-01_masks.tif,59,31113,1672.776695,629.933971,79.15410871,7.95832309,0.992074049,40.26201551,1853.823,1109.245364,21071,0.677241025,181.2080078,178.8604279,159.4654694
22925,B-220-1-01_masks.tif,60,19352,1038.308658,385.5315306,70.48753291,5.469499565,0.983144155,44.48315778,3970.293561,1006.127429,10459,0.540460934,185.1143494,184.6477661,163.9776306
22926,B-220-1-01_masks.tif,61,18713,891.882251,334.0984031,72.33057467,4.619048094,0.976283766,22.71363758,4739.807246,1025.050019,10500,0.561107252,183.7744751,179.9522858,150.3576202
22927,B-220-1-01_masks.tif,62,20620,1145.379726,412.7824233,64.98245954,6.352212985,0.987530874,34.11831016,1869.245781,1045.81324,15876,0.769932105,184.4128265,183.949173,162.7667542
22928,B-220-1-01_masks.tif,63,17226,1004.509668,344.98041,71.22702869,4.843391847,0.97845359,-30.19423667,767.6564496,1044.991582,5362,0.311273656,195.0507202,191.855835,140.6756744
22929,B-220-1-01_masks.tif,64,19233,1047.965512,393.2136232,64.19207157,6.125579276,0.986584756,-42.67065381,4346.783653,1033.067592,10970,0.570373837,195.0366516,192.6522369,154.3149567
22930,B-220-1-01_masks.tif,65,19423,1058.551299,389.8352902,64.37595576,6.055603922,0.986270756,52.8203981,2095.887247,1025.619214,14377,0.740204912,188.9096527,188.451767,159.2558899
22931,B-220-1-01_masks.tif,66,24987,1369.563492,494.474566,65.75853329,7.519549802,0.991117824,-42.21383991,224.6218834,1109.746828,8373,0.335094249,198.8072357,190.1907349,135.5714722
22932,B-220-1-01_masks.tif,67,22270,1072.568542,404.2703663,77.52023095,5.215030468,0.981443132,82.1792971,5046.384104,973.3619668,13210,0.593174674,179.9449615,178.5726013,143.4595032
22933,B-220-1-01_masks.tif,68,17324,894.1837662,372.5125287,62.05878718,6.002575068,0.98602538,10.59697314,1319.620296,1119.034519,12054,0.695797737,192.1477509,190.7997284,165.5553284
22934,B-220-1-01_masks.tif,69,15280,770.0832611,297.6975828,71.93345551,4.138513584,0.970367798,-71.89073863,649.8925393,1013.374935,5821,0.380955497,186.3509674,182.2619781,157.4636688
22935,B-220-1-01_masks.tif,70,21337,937.2964646,337.717037,85.53443082,3.94831688,0.967394982,18.07063916,1723.519473,1106.863852,12519,0.586727281,168.9061432,164.1155853,144.3158417
22936,B-220-1-01_masks.tif,71,5462,452.2842712,173.2173056,43.11438834,4.017621779,0.968528297,15.94226621,5412.745698,1037.835958,0,0,,,
22937,B-220-1-01_masks.tif,72,26953,1375.521861,464.674578,84.66356482,5.488483493,0.983261548,33.56362647,530.0539458,1210.063258,11201,0.415575261,185.3254242,181.9066162,144.0161591
22938,B-220-1-01_masks.tif,73,13457,699.6396103,248.9396255,70.46806454,3.53265876,0.959098393,-35.9362986,1580.562607,1106.771494,8370,0.621981125,196.9752655,195.1476746,152.7259216
22939,B-220-1-01_masks.tif,74,15147,834.3675324,304.5636776,68.31772005,4.458048034,0.974517055,32.3772771,5369.916749,1149.556414,9222,0.608833432,176.4376526,174.3492737,143.6025848
22940,B-220-1-01_masks.tif,75,29554,1307.882251,534.7340974,72.6962423,7.355732297,0.99071592,-12.11920564,829.0838127,1269.71168,15905,0.538167422,185.6241455,180.6183014,140.5776215
22941,B-220-1-01_masks.tif,76,14356,717.2964646,243.411811,79.03030849,3.079980525,0.945824825,-30.38384692,647.673168,1155.059348,4091,0.284967958,183.9743347,166.3219299,123.914444
22942,B-220-1-01_masks.tif,77,23618,1114.267027,396.8581491,78.38677622,5.062820137,0.980299185,23.784821,4771.86324,1245.251461,14337,0.607037006,191.7475128,188.1661377,162.7556
22943,B-220-1-01_masks.tif,78,4595,402.9705627,161.8322789,41.56212566,3.893744035,0.966458662,76.13648554,64.35059848,1097.91926,0,0,,,
22944,B-220-1-01_masks.tif,79,18866,1126.308658,413.7164218,60.16814828,6.876003893,0.989368057,32.52053275,3667.452878,1240.315806,13088,0.693734761,187.1074982,188.8910522,160.9466705
22945,B-220-1-01_masks.tif,80,17791,1029.781746,388.0029237,64.62654743,6.003769955,0.986030981,68.10928856,5002.805239,1162.495419,9925,0.557866337,183.1740112,181.7254333,164.8269043
22946,B-220-1-01_masks.tif,81,22830,1234.936075,446.8702564,66.48547265,6.721321795,0.988870282,35.91446784,1756.909374,1301.014236,13869,0.607490145,192.6660919,190.3670807,171.3096771
22947,B-220-1-01_masks.tif,82,23639,1258.024387,486.3553194,63.53473112,7.654952037,0.991430611,-17.91700722,876.0310927,1354.171792,5319,0.225009518,184.1133728,177.6865997,150.7264557
22948,B-220-1-01_masks.tif,83,19811,1234.936075,430.327898,62.86498002,6.845272166,0.98927186,-51.58557726,3310.164151,1286.480339,8866,0.44752915,206.6194458,204.5002289,156.8117523
22949,B-220-1-01_masks.tif,84,24349,1429.764502,515.9329861,64.5614143,7.991351982,0.99213969,57.55209344,491.0977453,1307.381453,10886,0.447082016,182.221756,181.701355,172.682251
22950,B-220-1-01_masks.tif,85,18752,1050.894444,364.7131181,67.03334935,5.440771223,0.982964134,-48.92914219,1388.81362,1331.433447,9603,0.512105375,203.1693268,197.0666504,143.276474
