time,area_bin,frequency,mu
20250418_A,2950,0.016455923,0.279739219
20250418_A,3050,0.014572684,0.279739219
20250418_A,3150,0.012510089,0.279739219
20250418_A,3250,0.010043942,0.279739219
20250418_A,3350,0.009012645,0.279739219
20250418_A,3450,0.007174244,0.279739219
20250419_A,550,0.004169976,0.117251262
20250419_A,650,0.008737093,0.117251262
20250419_A,750,0.013105639,0.117251262
20250419_A,850,0.018347895,0.117251262
20250419_A,950,0.022637014,0.117251262
20250419_A,1050,0.029467832,0.117251262
20250419_A,1150,0.033320095,0.117251262
20250419_A,1250,0.038204925,0.117251262
20250419_A,1350,0.046584591,0.117251262
20250419_A,1450,0.049880858,0.117251262
20250419_A,1550,0.055003971,0.117251262
20250419_A,1650,0.058498809,0.117251262
20250419_A,1750,0.06096108,0.117251262
20250419_A,1850,0.064058777,0.117251262
20250419_A,1950,0.066957903,0.117251262
20250419_A,2050,0.065647339,0.117251262
20250419_A,2150,0.064694202,0.117251262
20250419_A,2250,0.053256553,0.117251262
20250419_A,2350,0.047140588,0.117251262
20250419_A,2450,0.042732327,0.117251262
20250419_A,2550,0.033677522,0.117251262
20250419_A,2650,0.027640985,0.117251262
20250419_A,2750,0.022478157,0.117251262
20250419_A,2850,0.017871326,0.117251262
20250419_A,2950,0.015011914,0.117251262
20250419_A,3050,0.010722796,0.117251262
20250419_A,3150,0.010166799,0.117251262
20250419_A,3250,0.007148531,0.117251262
20250419_A,3350,0.006115965,0.117251262
20250419_A,3450,0.005758539,0.117251262
20250420_A,550,0.005451067,0.08754315
20250420_A,650,0.00812245,0.08754315
20250420_A,750,0.013717916,0.08754315
20250420_A,850,0.020143677,0.08754315
20250420_A,950,0.026352839,0.08754315
20250420_A,1050,0.030829212,0.08754315
20250420_A,1150,0.035269485,0.08754315
20250420_A,1250,0.038085268,0.08754315
20250420_A,1350,0.043247536,0.08754315
20250420_A,1450,0.045016425,0.08754315
20250420_A,1550,0.046857514,0.08754315
20250420_A,1650,0.050647991,0.08754315
20250420_A,1750,0.05732645,0.08754315
20250420_A,1850,0.062416519,0.08754315
20250420_A,1950,0.06230822,0.08754315
20250420_A,2050,0.064835205,0.08754315
20250420_A,2150,0.063463413,0.08754315
20250420_A,2250,0.061369626,0.08754315
20250420_A,2350,0.056026858,0.08754315
20250420_A,2450,0.048554204,0.08754315
20250420_A,2550,0.039818057,0.08754315
20250420_A,2650,0.035594383,0.08754315
20250420_A,2750,0.023067759,0.08754315
20250420_A,2850,0.0163893,0.08754315
20250420_A,2950,0.013645717,0.08754315
20250420_A,3050,0.009458142,0.08754315
20250420_A,3150,0.007364355,0.08754315
20250420_A,3250,0.005992563,0.08754315
20250420_A,3350,0.004729071,0.08754315
20250420_A,3450,0.003898776,0.08754315
20250421_A,550,0.003242846,0.178089091
20250421_A,650,0.005382455,0.178089091
20250421_A,750,0.008090399,0.178089091
20250421_A,850,0.012770794,0.178089091
20250421_A,950,0.01721717,0.178089091
20250421_A,1050,0.019991976,0.178089091
20250421_A,1150,0.025073549,0.178089091
20250421_A,1250,0.028583846,0.178089091
20250421_A,1350,0.032194437,0.178089091
20250421_A,1450,0.036039048,0.178089091
20250421_A,1550,0.043293661,0.178089091
20250421_A,1650,0.044396898,0.178089091
20250421_A,1750,0.049979941,0.178089091
20250421_A,1850,0.05593073,0.178089091
20250421_A,1950,0.057903183,0.178089091
20250421_A,2050,0.064154854,0.178089091
20250421_A,2150,0.067263974,0.178089091
20250421_A,2250,0.07050682,0.178089091
20250421_A,2350,0.065659267,0.178089091
20250421_A,2450,0.060611126,0.178089091
20250421_A,2550,0.052955336,0.178089091
20250421_A,2650,0.04613533,0.178089091
20250421_A,2750,0.034935812,0.178089091
20250421_A,2850,0.028149238,0.178089091
20250421_A,2950,0.019757957,0.178089091
20250421_A,3050,0.015512169,0.178089091
20250421_A,3150,0.012536775,0.178089091
20250421_A,3250,0.008491575,0.178089091
20250421_A,3350,0.007120888,0.178089091
20250421_A,3450,0.006117946,0.178089091
20250422_,550,0.001397667,0.855116509
20250422_,650,0.002187652,0.855116509
20250422_,750,0.003099174,0.855116509
20250422_,850,0.004739912,0.855116509
20250422_,950,0.008446767,0.855116509
20250422_,1050,0.011424404,0.855116509
20250422_,1150,0.026434127,0.855116509
20250422_,1250,0.046366067,0.855116509
20250422_,1350,0.071827905,0.855116509
20250422_,1450,0.097897423,0.855116509
20250422_,1550,0.103366553,0.855116509
20250422_,1650,0.10506806,0.855116509
20250422_,1750,0.099052018,0.855116509
20250422_,1850,0.090058337,0.855116509
20250422_,1950,0.074137093,0.855116509
20250422_,2050,0.056757414,0.855116509
20250422_,2150,0.04788527,0.855116509
20250422_,2250,0.036764706,0.855116509
20250422_,2350,0.02698104,0.855116509
20250422_,2450,0.018291201,0.855116509
20250422_,2550,0.01671123,0.855116509
20250422_,2650,0.013855129,0.855116509
20250422_,2750,0.008385999,0.855116509
20250422_,2850,0.007839086,0.855116509
20250422_,2950,0.006259115,0.855116509
20250422_,3050,0.004071463,0.855116509
20250422_,3150,0.003889159,0.855116509
20250422_,3250,0.00352455,0.855116509
20250422_,3350,0.001579971,0.855116509
20250422_,3450,0.001701507,0.855116509
20250423 5PM_#1,550,0.004410838,0.855116509
20250423 5PM_#1,650,0.009451796,0.855116509
20250423 5PM_#1,750,0.016663166,0.855116509
20250423 5PM_#1,850,0.023664496,0.855116509
20250423 5PM_#1,950,0.027235175,0.855116509
20250423 5PM_#1,1050,0.039277463,0.855116509
20250423 5PM_#1,1150,0.063572079,0.855116509
20250423 5PM_#1,1250,0.084856123,0.855116509
20250423 5PM_#1,1350,0.109010712,0.855116509
20250423 5PM_#1,1450,0.111951271,0.855116509
20250423 5PM_#1,1550,0.110551005,0.855116509
20250423 5PM_#1,1650,0.095988238,0.855116509
20250423 5PM_#1,1750,0.080725338,0.855116509
20250423 5PM_#1,1850,0.063292025,0.855116509
20250423 5PM_#1,1950,0.049009312,0.855116509
20250423 5PM_#1,2050,0.033676399,0.855116509
20250423 5PM_#1,2150,0.021774137,0.855116509
20250423 5PM_#1,2250,0.01505286,0.855116509
20250423 5PM_#1,2350,0.010011902,0.855116509
20250423 5PM_#1,2450,0.006861304,0.855116509
20250423 5PM_#1,2550,0.005741091,0.855116509
20250423 5PM_#1,2650,0.004270811,0.855116509
20250423 5PM_#1,2750,0.003360639,0.855116509
20250423 5PM_#1,2850,0.002590492,0.855116509
20250423 5PM_#1,2950,0.002730519,0.855116509
20250423 5PM_#1,3050,0.001610306,0.855116509
20250423 5PM_#1,3150,0.000980186,0.855116509
20250423 5PM_#1,3250,0.00084016,0.855116509
20250423 5PM_#1,3350,0.000350067,0.855116509
20250423 5PM_#1,3450,0.000490093,0.855116509
20250423 5PM_#2,550,0.007295142,0.918090912
20250423 5PM_#2,650,0.016739241,0.918090912
20250423 5PM_#2,750,0.027257818,0.918090912
20250423 5PM_#2,850,0.038511565,0.918090912
20250423 5PM_#2,950,0.055590115,0.918090912
20250423 5PM_#2,1050,0.074478313,0.918090912
20250423 5PM_#2,1150,0.095515467,0.918090912
20250423 5PM_#2,1250,0.115817452,0.918090912
20250423 5PM_#2,1350,0.115534694,0.918090912
20250423 5PM_#2,1450,0.103941639,0.918090912
20250423 5PM_#2,1550,0.086241022,0.918090912
20250423 5PM_#2,1650,0.070293502,0.918090912
20250423 5PM_#2,1750,0.055872872,0.918090912
20250423 5PM_#2,1850,0.040095007,0.918090912
20250423 5PM_#2,1950,0.026748855,0.918090912
20250423 5PM_#2,2050,0.019962676,0.918090912
20250423 5PM_#2,2150,0.013346152,0.918090912
20250423 5PM_#2,2250,0.007634451,0.918090912
20250423 5PM_#2,2350,0.006503421,0.918090912
20250423 5PM_#2,2450,0.005485495,0.918090912
20250423 5PM_#2,2550,0.003732398,0.918090912
20250423 5PM_#2,2650,0.003958604,0.918090912
20250423 5PM_#2,2750,0.002771023,0.918090912
20250423 5PM_#2,2850,0.001639993,0.918090912
20250423 5PM_#2,2950,0.001413787,0.918090912
20250423 5PM_#2,3050,0.000904824,0.918090912
20250423 5PM_#2,3150,0.000848272,0.918090912
20250423 5PM_#2,3250,0.000735169,0.918090912
20250423 5PM_#2,3350,0.000735169,0.918090912
20250423 5PM_#2,3450,0.00039586,0.918090912
20250423 5PM_#3,550,0.003012237,0.923953605
20250423 5PM_#3,650,0.00545968,0.923953605
20250423 5PM_#3,750,0.010605585,0.923953605
20250423 5PM_#3,850,0.014370882,0.923953605
20250423 5PM_#3,950,0.020269846,0.923953605
20250423 5PM_#3,1050,0.036711641,0.923953605
20250423 5PM_#3,1150,0.066143709,0.923953605
20250423 5PM_#3,1250,0.095073737,0.923953605
20250423 5PM_#3,1350,0.10844054,0.923953605
20250423 5PM_#3,1450,0.116284907,0.923953605
20250423 5PM_#3,1550,0.114339504,0.923953605
20250423 5PM_#3,1650,0.100156887,0.923953605
20250423 5PM_#3,1750,0.083338563,0.923953605
20250423 5PM_#3,1850,0.067838092,0.923953605
20250423 5PM_#3,1950,0.042422341,0.923953605
20250423 5PM_#3,2050,0.034201443,0.923953605
20250423 5PM_#3,2150,0.020520866,0.923953605
20250423 5PM_#3,2250,0.015688735,0.923953605
20250423 5PM_#3,2350,0.01054283,0.923953605
20250423 5PM_#3,2450,0.006652024,0.923953605
20250423 5PM_#3,2550,0.00558519,0.923953605
20250423 5PM_#3,2650,0.005145905,0.923953605
20250423 5PM_#3,2750,0.003012237,0.923953605
20250423 5PM_#3,2850,0.003012237,0.923953605
20250423 5PM_#3,2950,0.002635708,0.923953605
20250423 5PM_#3,3050,0.002259178,0.923953605
20250423 5PM_#3,3150,0.001694383,0.923953605
20250423 5PM_#3,3250,0.001694383,0.923953605
20250423 5PM_#3,3350,0.001568874,0.923953605
20250423 5PM_#3,3450,0.001317854,0.923953605
20250423 5PM_#4,550,0.004178107,0.88013075
20250423 5PM_#4,650,0.006804345,0.88013075
20250423 5PM_#4,750,0.014205563,0.88013075
20250423 5PM_#4,850,0.018503044,0.88013075
20250423 5PM_#4,950,0.027038319,0.88013075
20250423 5PM_#4,1050,0.042258565,0.88013075
20250423 5PM_#4,1150,0.064163782,0.88013075
20250423 5PM_#4,1250,0.089590546,0.88013075
20250423 5PM_#4,1350,0.110122956,0.88013075
20250423 5PM_#4,1450,0.116390116,0.88013075
20250423 5PM_#4,1550,0.108809836,0.88013075
20250423 5PM_#4,1650,0.090306792,0.88013075
20250423 5PM_#4,1750,0.077533723,0.88013075
20250423 5PM_#4,1850,0.060821296,0.88013075
20250423 5PM_#4,1950,0.046018861,0.88013075
20250423 5PM_#4,2050,0.029843619,0.88013075
20250423 5PM_#4,2150,0.023636147,0.88013075
20250423 5PM_#4,2250,0.016354303,0.88013075
20250423 5PM_#4,2350,0.012235884,0.88013075
20250423 5PM_#4,2450,0.008057777,0.88013075
20250423 5PM_#4,2550,0.007281843,0.88013075
20250423 5PM_#4,2650,0.005013728,0.88013075
20250423 5PM_#4,2750,0.003521547,0.88013075
20250423 5PM_#4,2850,0.003521547,0.88013075
20250423 5PM_#4,2950,0.002566551,0.88013075
20250423 5PM_#4,3050,0.003282798,0.88013075
20250423 5PM_#4,3150,0.002626239,0.88013075
20250423 5PM_#4,3250,0.001969679,0.88013075
20250423 5PM_#4,3350,0.001611555,0.88013075
20250423 5PM_#4,3450,0.00173093,0.88013075
20250424 5PM_#1,550,0.005808235,0.824825005
20250424 5PM_#1,650,0.010164411,0.824825005
20250424 5PM_#1,750,0.015223195,0.824825005
20250424 5PM_#1,850,0.020750386,0.824825005
20250424 5PM_#1,950,0.028432245,0.824825005
20250424 5PM_#1,1050,0.041781816,0.824825005
20250424 5PM_#1,1150,0.058738114,0.824825005
20250424 5PM_#1,1250,0.089652911,0.824825005
20250424 5PM_#1,1350,0.108482833,0.824825005
20250424 5PM_#1,1450,0.119771418,0.824825005
20250424 5PM_#1,1550,0.117101504,0.824825005
20250424 5PM_#1,1650,0.101690946,0.824825005
20250424 5PM_#1,1750,0.081971053,0.824825005
20250424 5PM_#1,1850,0.065530001,0.824825005
20250424 5PM_#1,1950,0.046465877,0.824825005
20250424 5PM_#1,2050,0.032273174,0.824825005
20250424 5PM_#1,2150,0.020469343,0.824825005
20250424 5PM_#1,2250,0.013817977,0.824825005
20250424 5PM_#1,2350,0.008103424,0.824825005
20250424 5PM_#1,2450,0.00388777,0.824825005
20250424 5PM_#1,2550,0.003044639,0.824825005
20250424 5PM_#1,2650,0.001826783,0.824825005
20250424 5PM_#1,2750,0.001498899,0.824825005
20250424 5PM_#1,2850,0.000936812,0.824825005
20250424 5PM_#1,2950,0.00074945,0.824825005
20250424 5PM_#1,3050,0.000562087,0.824825005
20250424 5PM_#1,3150,0.000655768,0.824825005
20250424 5PM_#1,3250,0.000374725,0.824825005
20250424 5PM_#1,3350,0.000140522,0.824825005
20250424 5PM_#1,3450,9.37E-05,0.824825005
20250424 5PM_#2,550,0.00622665,0.779258872
20250424 5PM_#2,650,0.008518057,0.779258872
20250424 5PM_#2,750,0.016587796,0.779258872
20250424 5PM_#2,850,0.020672478,0.779258872
20250424 5PM_#2,950,0.032478207,0.779258872
20250424 5PM_#2,1050,0.045579078,0.779258872
20250424 5PM_#2,1150,0.066849315,0.779258872
20250424 5PM_#2,1250,0.091755915,0.779258872
20250424 5PM_#2,1350,0.112229141,0.779258872
20250424 5PM_#2,1450,0.115666252,0.779258872
20250424 5PM_#2,1550,0.110336239,0.779258872
20250424 5PM_#2,1650,0.095292653,0.779258872
20250424 5PM_#2,1750,0.080547945,0.779258872
20250424 5PM_#2,1850,0.061120797,0.779258872
20250424 5PM_#2,1950,0.043287671,0.779258872
20250424 5PM_#2,2050,0.031332503,0.779258872
20250424 5PM_#2,2150,0.021917808,0.779258872
20250424 5PM_#2,2250,0.01369863,0.779258872
20250424 5PM_#2,2350,0.006774595,0.779258872
20250424 5PM_#2,2450,0.005031133,0.779258872
20250424 5PM_#2,2550,0.004333748,0.779258872
20250424 5PM_#2,2650,0.003237858,0.779258872
20250424 5PM_#2,2750,0.00124533,0.779258872
20250424 5PM_#2,2850,0.001544209,0.779258872
20250424 5PM_#2,2950,0.00124533,0.779258872
20250424 5PM_#2,3050,0.000896638,0.779258872
20250424 5PM_#2,3150,0.000498132,0.779258872
20250424 5PM_#2,3250,0.000398506,0.779258872
20250424 5PM_#2,3350,0.000498132,0.779258872
20250424 5PM_#2,3450,0.000199253,0.779258872
20250424 5PM_#3,550,0.011198352,0.999733408
20250424 5PM_#3,650,0.019693654,0.999733408
20250424 5PM_#3,750,0.031878835,0.999733408
20250424 5PM_#3,850,0.043935298,0.999733408
20250424 5PM_#3,950,0.054318445,0.999733408
20250424 5PM_#3,1050,0.068176943,0.999733408
20250424 5PM_#3,1150,0.081906723,0.999733408
20250424 5PM_#3,1250,0.089758442,0.999733408
20250424 5PM_#3,1350,0.100356116,0.999733408
20250424 5PM_#3,1450,0.096365899,0.999733408
20250424 5PM_#3,1550,0.090573647,0.999733408
20250424 5PM_#3,1650,0.074956022,0.999733408
20250424 5PM_#3,1750,0.064100914,0.999733408
20250424 5PM_#3,1850,0.05204445,0.999733408
20250424 5PM_#3,1950,0.034710602,0.999733408
20250424 5PM_#3,2050,0.024541983,0.999733408
20250424 5PM_#3,2150,0.017634187,0.999733408
20250424 5PM_#3,2250,0.013043292,0.999733408
20250424 5PM_#3,2350,0.009567941,0.999733408
20250424 5PM_#3,2450,0.00647874,0.999733408
20250424 5PM_#3,2550,0.004247651,0.999733408
20250424 5PM_#3,2650,0.002831767,0.999733408
20250424 5PM_#3,2750,0.002660145,0.999733408
20250424 5PM_#3,2850,0.001673317,0.999733408
20250424 5PM_#3,2950,0.00115845,0.999733408
20250424 5PM_#3,3050,0.000858111,0.999733408
20250424 5PM_#3,3150,0.000557772,0.999733408
20250424 5PM_#3,3250,0.000429056,0.999733408
20250424 5PM_#3,3350,0.000214528,0.999733408
20250424 5PM_#3,3450,0.000128717,0.999733408
20250424 5PM_#4,550,0.010642738,1.009484509
20250424 5PM_#4,650,0.01769616,1.009484509
20250424 5PM_#4,750,0.03230384,1.009484509
20250424 5PM_#4,850,0.042278798,1.009484509
20250424 5PM_#4,950,0.049833055,1.009484509
20250424 5PM_#4,1050,0.065859766,1.009484509
20250424 5PM_#4,1150,0.07654424,1.009484509
20250424 5PM_#4,1250,0.094115192,1.009484509
20250424 5PM_#4,1350,0.098622705,1.009484509
20250424 5PM_#4,1450,0.095784641,1.009484509
20250424 5PM_#4,1550,0.089774624,1.009484509
20250424 5PM_#4,1650,0.078005008,1.009484509
20250424 5PM_#4,1750,0.066652755,1.009484509
20250424 5PM_#4,1850,0.053005008,1.009484509
20250424 5PM_#4,1950,0.040692821,1.009484509
20250424 5PM_#4,2050,0.029674457,1.009484509
20250424 5PM_#4,2150,0.01869783,1.009484509
20250424 5PM_#4,2250,0.012562604,1.009484509
20250424 5PM_#4,2350,0.007888147,1.009484509
20250424 5PM_#4,2450,0.006260434,1.009484509
20250424 5PM_#4,2550,0.004215359,1.009484509
20250424 5PM_#4,2650,0.002295492,1.009484509
20250424 5PM_#4,2750,0.002045075,1.009484509
20250424 5PM_#4,2850,0.001377295,1.009484509
20250424 5PM_#4,2950,0.001126878,1.009484509
20250424 5PM_#4,3050,0.000751252,1.009484509
20250424 5PM_#4,3150,0.000584307,1.009484509
20250424 5PM_#4,3250,0.00033389,1.009484509
20250424 5PM_#4,3350,0.000250417,1.009484509
20250424 5PM_#4,3450,0.000125209,1.009484509
20250425 5PM_#1,550,0.005773595,0.531391901
20250425 5PM_#1,650,0.007675878,0.531391901
20250425 5PM_#1,750,0.009344547,0.531391901
20250425 5PM_#1,850,0.011947671,0.531391901
20250425 5PM_#1,950,0.016519824,0.531391901
20250425 5PM_#1,1050,0.021859565,0.531391901
20250425 5PM_#1,1150,0.038312642,0.531391901
20250425 5PM_#1,1250,0.064777733,0.531391901
20250425 5PM_#1,1350,0.086670671,0.531391901
20250425 5PM_#1,1450,0.109030837,0.531391901
20250425 5PM_#1,1550,0.115305033,0.531391901
20250425 5PM_#1,1650,0.107662528,0.531391901
20250425 5PM_#1,1750,0.101087972,0.531391901
20250425 5PM_#1,1850,0.091209451,0.531391901
20250425 5PM_#1,1950,0.070351088,0.531391901
20250425 5PM_#1,2050,0.052329462,0.531391901
20250425 5PM_#1,2150,0.036844213,0.531391901
20250425 5PM_#1,2250,0.022727273,0.531391901
20250425 5PM_#1,2350,0.013482846,0.531391901
20250425 5PM_#1,2450,0.007242024,0.531391901
20250425 5PM_#1,2550,0.004672273,0.531391901
20250425 5PM_#1,2650,0.001768789,0.531391901
20250425 5PM_#1,2750,0.001034575,0.531391901
20250425 5PM_#1,2850,0.000800961,0.531391901
20250425 5PM_#1,2950,0.000567347,0.531391901
20250425 5PM_#1,3050,0.00020024,0.531391901
20250425 5PM_#1,3150,0.000467227,0.531391901
20250425 5PM_#1,3250,0.000166867,0.531391901
20250425 5PM_#1,3350,6.67E-05,0.531391901
20250425 5PM_#1,3450,0.00010012,0.531391901
20250425 5PM_#2,550,0.005043103,0.52067792
20250425 5PM_#2,650,0.005732759,0.52067792
20250425 5PM_#2,750,0.007931034,0.52067792
20250425 5PM_#2,850,0.009008621,0.52067792
20250425 5PM_#2,950,0.012025862,0.52067792
20250425 5PM_#2,1050,0.021034483,0.52067792
20250425 5PM_#2,1150,0.034353448,0.52067792
20250425 5PM_#2,1250,0.05375,0.52067792
20250425 5PM_#2,1350,0.080646552,0.52067792
20250425 5PM_#2,1450,0.096681034,0.52067792
20250425 5PM_#2,1550,0.107887931,0.52067792
20250425 5PM_#2,1650,0.111724138,0.52067792
20250425 5PM_#2,1750,0.102155172,0.52067792
20250425 5PM_#2,1850,0.095991379,0.52067792
20250425 5PM_#2,1950,0.078577586,0.52067792
20250425 5PM_#2,2050,0.060732759,0.52067792
20250425 5PM_#2,2150,0.043577586,0.52067792
20250425 5PM_#2,2250,0.028793103,0.52067792
20250425 5PM_#2,2350,0.01875,0.52067792
20250425 5PM_#2,2450,0.010560345,0.52067792
20250425 5PM_#2,2550,0.006163793,0.52067792
20250425 5PM_#2,2650,0.003017241,0.52067792
20250425 5PM_#2,2750,0.001853448,0.52067792
20250425 5PM_#2,2850,0.00125,0.52067792
20250425 5PM_#2,2950,0.000862069,0.52067792
20250425 5PM_#2,3050,0.000775862,0.52067792
20250425 5PM_#2,3150,0.000387931,0.52067792
20250425 5PM_#2,3250,0.000301724,0.52067792
20250425 5PM_#2,3350,0.000172414,0.52067792
20250425 5PM_#2,3450,0.000258621,0.52067792
20250425 5PM_#3,550,0.005793055,0.577118224
20250425 5PM_#3,650,0.0084104,0.577118224
20250425 5PM_#3,750,0.012667946,0.577118224
20250425 5PM_#3,850,0.016192637,0.577118224
20250425 5PM_#3,950,0.018286512,0.577118224
20250425 5PM_#3,1050,0.021392427,0.577118224
20250425 5PM_#3,1150,0.030291398,0.577118224
20250425 5PM_#3,1250,0.04100506,0.577118224
20250425 5PM_#3,1350,0.058000349,0.577118224
20250425 5PM_#3,1450,0.068504624,0.577118224
20250425 5PM_#3,1550,0.076217065,0.577118224
20250425 5PM_#3,1650,0.083755017,0.577118224
20250425 5PM_#3,1750,0.085744198,0.577118224
20250425 5PM_#3,1850,0.087349503,0.577118224
20250425 5PM_#3,1950,0.084836852,0.577118224
20250425 5PM_#3,2050,0.071889723,0.577118224
20250425 5PM_#3,2150,0.058768103,0.577118224
20250425 5PM_#3,2250,0.048089339,0.577118224
20250425 5PM_#3,2350,0.036189147,0.577118224
20250425 5PM_#3,2450,0.027988135,0.577118224
20250425 5PM_#3,2550,0.01933345,0.577118224
20250425 5PM_#3,2650,0.013331007,0.577118224
20250425 5PM_#3,2750,0.008689583,0.577118224
20250425 5PM_#3,2850,0.006770197,0.577118224
20250425 5PM_#3,2950,0.003978363,0.577118224
20250425 5PM_#3,3050,0.00268714,0.577118224
20250425 5PM_#3,3150,0.001779794,0.577118224
20250425 5PM_#3,3250,0.001116734,0.577118224
20250425 5PM_#3,3350,0.000453673,0.577118224
20250425 5PM_#3,3450,0.000488571,0.577118224
20250425 5PM_#4,550,0.00596284,0.60767545
20250425 5PM_#4,650,0.010456575,0.60767545
20250425 5PM_#4,750,0.01437419,0.60767545
20250425 5PM_#4,850,0.019155984,0.60767545
20250425 5PM_#4,950,0.021172404,0.60767545
20250425 5PM_#4,1050,0.024917183,0.60767545
20250425 5PM_#4,1150,0.034336742,0.60767545
20250425 5PM_#4,1250,0.045254213,0.60767545
20250425 5PM_#4,1350,0.060002881,0.60767545
20250425 5PM_#4,1450,0.071410053,0.60767545
20250425 5PM_#4,1550,0.084545585,0.60767545
20250425 5PM_#4,1650,0.087080513,0.60767545
20250425 5PM_#4,1750,0.089788276,0.60767545
20250425 5PM_#4,1850,0.084055884,0.60767545
20250425 5PM_#4,1950,0.0759614,0.60767545
20250425 5PM_#4,2050,0.065648855,0.60767545
20250425 5PM_#4,2150,0.05504825,0.60767545
20250425 5PM_#4,2250,0.044130779,0.60767545
20250425 5PM_#4,2350,0.034826444,0.60767545
20250425 5PM_#4,2450,0.024801959,0.60767545
20250425 5PM_#4,2550,0.016966729,0.60767545
20250425 5PM_#4,2650,0.011666427,0.60767545
20250425 5PM_#4,2750,0.00711508,0.60767545
20250425 5PM_#4,2850,0.004695377,0.60767545
20250425 5PM_#4,2950,0.002448509,0.60767545
20250425 5PM_#4,3050,0.001785971,0.60767545
20250425 5PM_#4,3150,0.000921792,0.60767545
20250425 5PM_#4,3250,0.000604926,0.60767545
20250425 5PM_#4,3350,0.000460896,0.60767545
20250425 5PM_#4,3450,0.000403284,0.60767545
20250426 5PM_#1,550,0.010759724,0.33155285
20250426 5PM_#1,650,0.013231552,0.33155285
20250426 5PM_#1,750,0.016648491,0.33155285
20250426 5PM_#1,850,0.020610687,0.33155285
20250426 5PM_#1,950,0.023918575,0.33155285
20250426 5PM_#1,1050,0.03220647,0.33155285
20250426 5PM_#1,1150,0.042748092,0.33155285
20250426 5PM_#1,1250,0.050272628,0.33155285
20250426 5PM_#1,1350,0.064776445,0.33155285
20250426 5PM_#1,1450,0.080916031,0.33155285
20250426 5PM_#1,1550,0.089967285,0.33155285
20250426 5PM_#1,1650,0.092511814,0.33155285
20250426 5PM_#1,1750,0.093166121,0.33155285
20250426 5PM_#1,1850,0.087168302,0.33155285
20250426 5PM_#1,1950,0.077935296,0.33155285
20250426 5PM_#1,2050,0.062086514,0.33155285
20250426 5PM_#1,2150,0.048564158,0.33155285
20250426 5PM_#1,2250,0.035696111,0.33155285
20250426 5PM_#1,2350,0.023082515,0.33155285
20250426 5PM_#1,2450,0.013486005,0.33155285
20250426 5PM_#1,2550,0.008287895,0.33155285
20250426 5PM_#1,2650,0.004616503,0.33155285
20250426 5PM_#1,2750,0.003017085,0.33155285
20250426 5PM_#1,2850,0.001417666,0.33155285
20250426 5PM_#1,2950,0.001017812,0.33155285
20250426 5PM_#1,3050,0.000690658,0.33155285
20250426 5PM_#1,3150,0.000399855,0.33155285
20250426 5PM_#1,3250,0.000254453,0.33155285
20250426 5PM_#1,3350,0.000363504,0.33155285
20250426 5PM_#1,3450,0.000181752,0.33155285
20250426 5PM_#3,550,0.005649024,0.452367423
20250426 5PM_#3,650,0.010397478,0.452367423
20250426 5PM_#3,750,0.01322199,0.452367423
20250426 5PM_#3,850,0.01760203,0.452367423
20250426 5PM_#3,950,0.022023005,0.452367423
20250426 5PM_#3,1050,0.025256867,0.452367423
20250426 5PM_#3,1150,0.030578411,0.452367423
20250426 5PM_#3,1250,0.033034508,0.452367423
20250426 5PM_#3,1350,0.043841336,0.452367423
20250426 5PM_#3,1450,0.053338246,0.452367423
20250426 5PM_#3,1550,0.061934586,0.452367423
20250426 5PM_#3,1650,0.076916779,0.452367423
20250426 5PM_#3,1750,0.081460559,0.452367423
20250426 5PM_#3,1850,0.082238323,0.452367423
20250426 5PM_#3,1950,0.077039584,0.452367423
20250426 5PM_#3,2050,0.073641983,0.452367423
20250426 5PM_#3,2150,0.063817594,0.452367423
20250426 5PM_#3,2250,0.053092636,0.452367423
20250426 5PM_#3,2350,0.043145442,0.452367423
20250426 5PM_#3,2450,0.034917516,0.452367423
20250426 5PM_#3,2550,0.02685333,0.452367423
20250426 5PM_#3,2650,0.020099063,0.452367423
20250426 5PM_#3,2750,0.014531909,0.452367423
20250426 5PM_#3,2850,0.011502722,0.452367423
20250426 5PM_#3,2950,0.007204552,0.452367423
20250426 5PM_#3,3050,0.006385853,0.452367423
20250426 5PM_#3,3150,0.00454378,0.452367423
20250426 5PM_#3,3250,0.002087683,0.452367423
20250426 5PM_#3,3350,0.002128618,0.452367423
20250426 5PM_#3,3450,0.001514593,0.452367423
20250426 5PM_#4,550,0.004751346,0.452367423
20250426 5PM_#4,650,0.006810263,0.452367423
20250426 5PM_#4,750,0.009766656,0.452367423
20250426 5PM_#4,850,0.012511878,0.452367423
20250426 5PM_#4,950,0.016101784,0.452367423
20250426 5PM_#4,1050,0.019902861,0.452367423
20250426 5PM_#4,1150,0.020905923,0.452367423
20250426 5PM_#4,1250,0.025498891,0.452367423
20250426 5PM_#4,1350,0.03241474,0.452367423
20250426 5PM_#4,1450,0.040228065,0.452367423
20250426 5PM_#4,1550,0.050522648,0.452367423
20250426 5PM_#4,1650,0.066413262,0.452367423
20250426 5PM_#4,1750,0.077341358,0.452367423
20250426 5PM_#4,1850,0.074226586,0.452367423
20250426 5PM_#4,1950,0.079769824,0.452367423
20250426 5PM_#4,2050,0.080456129,0.452367423
20250426 5PM_#4,2150,0.071956499,0.452367423
20250426 5PM_#4,2250,0.065093443,0.452367423
20250426 5PM_#4,2350,0.054957238,0.452367423
20250426 5PM_#4,2450,0.047249498,0.452367423
20250426 5PM_#4,2550,0.038802661,0.452367423
