day,data,image_count
DAY1,data1,0
DAY1,data2,0
DAY1,data3,0
DAY1,data4,0
DAY1,data5,0
DAY2,data1,0
DAY2,data2,0
DAY2,data3,0
DAY2,data4,0
DAY2,data5,0
DAY3,data1,0
DAY3,data2,0
DAY3,data3,0
DAY3,data4,0
DAY3,data5,0
DAY4,data1,0
DAY4,data2,0
DAY4,data3,0
DAY4,data4,0
DAY4,data5,0
DAY5,data1,0
DAY5,data2,0
DAY5,data3,0
DAY5,data4,0
DAY5,data5,0
DAY6,data1,0
DAY6,data2,0
DAY6,data3,0
DAY6,data4,0
DAY6,data5,0
