time,area_bin,frequency,condition
20250424,1850,0.065530001,5PM_#1
20250424,1950,0.046465877,5PM_#1
20250424,2050,0.032273174,5PM_#1
20250424,2150,0.020469343,5PM_#1
20250424,2250,0.013817977,5PM_#1
20250424,2350,0.008103424,5PM_#1
20250424,2450,0.00388777,5PM_#1
20250424,2550,0.003044639,5PM_#1
20250424,2650,0.001826783,5PM_#1
20250424,2750,0.001498899,5PM_#1
20250424,2850,0.000936812,5PM_#1
20250424,2950,0.00074945,5PM_#1
20250424,3050,0.000562087,5PM_#1
20250424,3150,0.000655768,5PM_#1
20250424,3250,0.000374725,5PM_#1
