time,condition_type,condition_value,area_bin,frequency
day3,temperature,28,3350,0.0001258653241032
day3,temperature,28,3450,0.0001258653241032
day4,temperature,28,550,0.0218132242672119
day4,temperature,28,650,0.0289025221540558
day4,temperature,28,750,0.0294478527607361
day4,temperature,28,850,0.0355828220858895
day4,temperature,28,950,0.0429447852760736
day4,temperature,28,1050,0.0593047034764826
day4,temperature,28,1150,0.0707566462167689
day4,temperature,28,1250,0.0827539195637355
day4,temperature,28,1350,0.0924335378323108
day4,temperature,28,1450,0.0951601908657123
day4,temperature,28,1550,0.0898432174505794
day4,temperature,28,1650,0.0798909338786639
day4,temperature,28,1750,0.0661213360599863
day4,temperature,28,1850,0.0531697341513292
day4,temperature,28,1950,0.0438991138377641
day4,temperature,28,2050,0.0334014996591683
day4,temperature,28,2150,0.0224948875255623
day4,temperature,28,2250,0.0175869120654396
day4,temperature,28,2350,0.0117246080436264
day4,temperature,28,2450,0.0072256305385139
day4,temperature,28,2550,0.0050443081117927
day4,temperature,28,2650,0.003680981595092
day4,temperature,28,2750,0.0013633265167007
day4,temperature,28,2850,0.0017723244717109
day4,temperature,28,2950,0.0014996591683708
day4,temperature,28,3050,0.0010906612133606
day4,temperature,28,3150,0.0006816632583503
day4,temperature,28,3250,0.00013633265167
day4,temperature,28,3350,0.0002726653033401
day4,temperature,28,3450,0.0
day5,temperature,28,550,0.0131800147938941
day5,temperature,28,650,0.0135162396610853
day5,temperature,28,750,0.0168112433595588
day5,temperature,28,850,0.0234012507565059
day5,temperature,28,950,0.0245444153049559
day5,temperature,28,1050,0.0314706475690942
day5,temperature,28,1150,0.0435747427879766
day5,temperature,28,1250,0.0591083316522089
day5,temperature,28,1350,0.0735660009414296
day5,temperature,28,1450,0.0883598950978414
day5,temperature,28,1550,0.0870822406025149
day5,temperature,28,1650,0.0849976464259296
day5,temperature,28,1750,0.0895703046197296
day5,temperature,28,1850,0.0803577432586914
day5,temperature,28,1950,0.0673794633851119
day5,temperature,28,2050,0.0626723152444354
day5,temperature,28,2150,0.0473404613005177
day5,temperature,28,2250,0.0347656512675677
day5,temperature,28,2350,0.0203752269517853
day5,temperature,28,2450,0.0153990989173559
day5,temperature,28,2550,0.0083383767063412
day5,temperature,28,2650,0.0051778629547441
day5,temperature,28,2750,0.0036312285656647
day5,temperature,28,2850,0.0019501042297088
day5,temperature,28,2950,0.0016138793625176
day5,temperature,28,3050,0.0005379597875058
day5,temperature,28,3150,0.0006724497343823
day5,temperature,28,3250,0.0002017349203147
day5,temperature,28,3350,0.0002689798937529
day5,temperature,28,3450,0.0001344899468764
day6,temperature,28,550,0.010616492352972
day6,temperature,28,650,0.0111946181741735
day6,temperature,28,750,0.0122983129237399
day6,temperature,28,850,0.0140852472801807
day6,temperature,28,950,0.0167130919220055
day6,temperature,28,1050,0.02249435013402
day6,temperature,28,1150,0.0297472013454564
day6,temperature,28,1250,0.0429915383402533
day6,temperature,28,1350,0.0567614442634151
day6,temperature,28,1450,0.0713197035791244
day6,temperature,28,1550,0.0795185788616177
day6,temperature,28,1650,0.0907131970357912
day6,temperature,28,1750,0.0919220055710306
day6,temperature,28,1850,0.0912387659641562
day6,temperature,28,1950,0.0860881904661796
day6,temperature,28,2050,0.0781520996478688
day6,temperature,28,2150,0.0603878698691333
day6,temperature,28,2250,0.0482472276239028
day6,temperature,28,2350,0.0330057287013191
day6,temperature,28,2450,0.0228622483838755
day6,temperature,28,2550,0.0129289956377778
day6,temperature,28,2650,0.0067798391759079
day6,temperature,28,2750,0.0039943238555736
day6,temperature,28,2850,0.0022599463919693
day6,temperature,28,2950,0.0015241498922583
day6,temperature,28,3050,0.0011036947495664
day6,temperature,28,3150,0.0004730120355284
day6,temperature,28,3250,0.0002102275713459
day6,temperature,28,3350,0.0002627844641824
day6,temperature,28,3450,0.0001051137856729
