time,condition_type,condition_value,area_bin,frequency
day3,temperature,30,650,0.0169811320754716
day3,temperature,30,750,0.0222984562607204
day3,temperature,30,850,0.0204116638078902
day3,temperature,30,950,0.0288164665523156
day3,temperature,30,1050,0.0415094339622641
day3,temperature,30,1150,0.0711835334476844
day3,temperature,30,1250,0.0854202401372212
day3,temperature,30,1350,0.0960548885077186
day3,temperature,30,1450,0.0994854202401372
day3,temperature,30,1550,0.1104631217838765
day3,temperature,30,1650,0.0927958833619211
day3,temperature,30,1750,0.0777015437392796
day3,temperature,30,1850,0.0632933104631217
day3,temperature,30,1950,0.0480274442538593
day3,temperature,30,2050,0.0327615780445969
day3,temperature,30,2150,0.025557461406518
day3,temperature,30,2250,0.0144082332761578
day3,temperature,30,2350,0.0145797598627787
day3,temperature,30,2450,0.0075471698113207
day3,temperature,30,2550,0.0042881646655231
day3,temperature,30,2650,0.0039451114922813
day3,temperature,30,2750,0.0025728987993138
day3,temperature,30,2850,0.0012006861063464
day3,temperature,30,2950,0.0018867924528301
day3,temperature,30,3050,0.0012006861063464
day3,temperature,30,3150,0.0001715265866209
day3,temperature,30,3250,0.0006861063464837
day3,temperature,30,3350,0.0005145797598627
day3,temperature,30,3450,0.0003430531732418
day4,temperature,30,550,0.0349253362951993
day4,temperature,30,650,0.0470196223620881
day4,temperature,30,750,0.0415895347402196
day4,temperature,30,850,0.0496112550907071
day4,temperature,30,950,0.0427002344810564
day4,temperature,30,1050,0.0493644329260767
day4,temperature,30,1150,0.057879797605825
day4,temperature,30,1250,0.0739232383067999
day4,temperature,30,1350,0.090707145501666
day4,temperature,30,1450,0.0919412563248179
day4,temperature,30,1550,0.0940392447241762
day4,temperature,30,1650,0.0797235591756139
day4,temperature,30,1750,0.0657781068739972
day4,temperature,30,1850,0.0522028878193261
day4,temperature,30,1950,0.0433172898926323
day4,temperature,30,2050,0.0308527705787979
day4,temperature,30,2150,0.0183882512649635
day4,temperature,30,2250,0.0128347525607799
day4,temperature,30,2350,0.0080217203504874
day4,temperature,30,2450,0.005183265457238
day4,temperature,30,2550,0.002591632728619
day4,temperature,30,2650,0.0027150438109342
day4,temperature,30,2750,0.0012341108231519
day4,temperature,30,2850,0.0012341108231519
day4,temperature,30,2950,0.0004936443292607
day4,temperature,30,3050,0.0003702332469455
day4,temperature,30,3150,0.0002468221646303
day4,temperature,30,3250,0.0004936443292607
day4,temperature,30,3350,0.0002468221646303
day4,temperature,30,3450,0.0003702332469455
day5,temperature,30,550,0.0114462313283351
day5,temperature,30,650,0.0116751559549018
day5,temperature,30,750,0.0152234876666857
day5,temperature,30,850,0.0158530303897441
day5,temperature,30,950,0.0232358495965203
day5,temperature,30,1050,0.03176329193613
day5,temperature,30,1150,0.0425799805414067
day5,temperature,30,1250,0.0572311566416757
day5,temperature,30,1350,0.0707949407657528
day5,temperature,30,1450,0.0833857952269215
day5,temperature,30,1550,0.0867624334687804
day5,temperature,30,1650,0.0935157099524981
day5,temperature,30,1750,0.0873347450351971
day5,temperature,30,1850,0.0877353631316888
day5,temperature,30,1950,0.0806959308647627
day5,temperature,30,2050,0.0651290562582269
day5,temperature,30,2150,0.0456704630000572
day5,temperature,30,2250,0.0350826990213472
day5,temperature,30,2350,0.0204315229210782
day5,temperature,30,2450,0.0136210152807188
day5,temperature,30,2550,0.0088708292794597
day5,temperature,30,2650,0.0051508040977508
day5,temperature,30,2750,0.0029187889887254
day5,temperature,30,2850,0.0012590854461168
day5,temperature,30,2950,0.0010873919761918
day5,temperature,30,3050,0.0006295427230584
day5,temperature,30,3150,0.0002861557832083
day5,temperature,30,3250,0.0002861557832083
day5,temperature,30,3350,0.0002861557832083
day5,temperature,30,3450,5.7231156641675726e-05
day6,temperature,30,550,0.0088740987243483
day6,temperature,30,650,0.0105379922351636
day6,temperature,30,750,0.0133111480865224
day6,temperature,30,850,0.0127565169162506
day6,temperature,30,950,0.0161536328341652
day6,temperature,30,1050,0.018996117581808
day6,temperature,30,1150,0.0235024958402662
day6,temperature,30,1250,0.0298114254021076
day6,temperature,30,1350,0.038338879645036
day6,temperature,30,1450,0.0409733777038269
day6,temperature,30,1550,0.0528979478646699
day6,temperature,30,1650,0.0617720465890183
day6,temperature,30,1750,0.0685662784248474
day6,temperature,30,1850,0.0752218524681087
day6,temperature,30,1950,0.0802135330005546
day6,temperature,30,2050,0.0809761508596783
day6,temperature,30,2150,0.0804908485856905
day6,temperature,30,2250,0.0691209095951192
day6,temperature,30,2350,0.0593455352190793
day6,temperature,30,2450,0.0453410981697171
day6,temperature,30,2550,0.0357043815862451
day6,temperature,30,2650,0.0247504159733777
day6,temperature,30,2750,0.0176095396561286
day6,temperature,30,2850,0.0127565169162506
day6,temperature,30,2950,0.0074875207986688
day6,temperature,30,3050,0.0049916805324459
day6,temperature,30,3150,0.0036744315030504
day6,temperature,30,3250,0.0025651691625069
day6,temperature,30,3350,0.0017332224070992
day6,temperature,30,3450,0.0015252357182473
