time,condition_type,condition_value,area_bin,frequency
day1,temperature,30,550,0.0093069306930693
day1,temperature,30,650,0.014059405940594
day1,temperature,30,750,0.0108910891089108
day1,temperature,30,850,0.0182178217821782
day1,temperature,30,950,0.0211881188118811
day1,temperature,30,1050,0.0287128712871287
day1,temperature,30,1150,0.0312871287128712
day1,temperature,30,1250,0.0514851485148514
day1,temperature,30,1350,0.0477227722772277
day1,temperature,30,1450,0.0613861386138613
day1,temperature,30,1550,0.0649504950495049
day1,temperature,30,1650,0.0687128712871287
day1,temperature,30,1750,0.0655445544554455
day1,temperature,30,1850,0.0762376237623762
day1,temperature,30,1950,0.0667326732673267
day1,temperature,30,2050,0.0627722772277227
day1,temperature,30,2150,0.0619801980198019
day1,temperature,30,2250,0.0491089108910891
day1,temperature,30,2350,0.0502970297029703
day1,temperature,30,2450,0.0338613861386138
day1,temperature,30,2550,0.0259405940594059
day1,temperature,30,2650,0.0235643564356435
day1,temperature,30,2750,0.0168316831683168
day1,temperature,30,2850,0.0114851485148514
day1,temperature,30,2950,0.011089108910891
day1,temperature,30,3050,0.0049504950495049
day1,temperature,30,3150,0.0039603960396039
day1,temperature,30,3250,0.0025742574257425
day1,temperature,30,3350,0.0031683168316831
day1,temperature,30,3450,0.0019801980198019
day2,temperature,30,550,0.011337392399748
day2,temperature,30,650,0.0128070543774931
day2,temperature,30,750,0.0154314507663237
day2,temperature,30,850,0.017950871299601
day2,temperature,30,950,0.0213100986773042
day2,temperature,30,1050,0.026873819021625
day2,temperature,30,1150,0.0395758975435649
day2,temperature,30,1250,0.0573168171320596
day2,temperature,30,1350,0.079676674364896
day2,temperature,30,1450,0.08859962208692
day2,temperature,30,1550,0.0943732941423472
day2,temperature,30,1650,0.0977325215200504
day2,temperature,30,1750,0.0870249842536216
day2,temperature,30,1850,0.0764224228427461
day2,temperature,30,1950,0.0639302960319126
day2,temperature,30,2050,0.0513331933655259
day2,temperature,30,2150,0.0417803905101826
day2,temperature,30,2250,0.0332773462103716
day2,temperature,30,2350,0.0245643501994541
day2,temperature,30,2450,0.0185807264329204
day2,temperature,30,2550,0.0089229477220239
day2,temperature,30,2650,0.0089229477220239
day2,temperature,30,2750,0.006613478899853
day2,temperature,30,2850,0.0041990342221289
day2,temperature,30,2950,0.002834348099937
day2,temperature,30,3050,0.0027293722443837
day2,temperature,30,3150,0.0025194205332773
day2,temperature,30,3250,0.0019945412555112
day2,temperature,30,3350,0.0007348309888725
day2,temperature,30,3450,0.0006298551333193
day3,temperature,30,550,0.013893653516295
