image,label,area,perimeter,aspect_ratio,max_diameter
14336_mask.png,1,1575.0,145.63961030678928,1.119648322593417,46.69047011971501
14336_mask.png,2,433.0,95.69848480983498,2.7362111630924395,40.049968789001575
14336_mask.png,3,2213.0,173.6812408671319,1.0310187656911403,53.600373133029585
14336_mask.png,4,261.0,74.62741699796952,3.4076639462634537,33.015148038438355
14336_mask.png,5,1712.0,157.49747468305833,1.4346917803462105,54.12947441089743
14336_mask.png,6,208.0,66.38477631085023,3.6224967802870944,30.01666203960727
14336_mask.png,7,1654.0,149.78174593052023,1.0301988848048296,46.87216658103186
14336_mask.png,8,544.0,88.9116882454314,1.3299606873606171,32.01562118716424
14336_mask.png,9,1265.0,130.22539674441617,1.0815185451812168,41.48493702538308
14336_mask.png,10,1637.0,148.36753236814712,1.0589615995045158,47.01063709417264
14336_mask.png,11,1681.0,152.36753236814712,1.0199337220667328,47.16990566028302
14336_mask.png,12,1744.0,154.36753236814712,1.0601285834153547,48.41487374764082
14336_mask.png,13,2064.0,167.4386001800126,1.0382359363135032,52.20153254455275
14336_mask.png,14,1918.0,162.0243866176395,1.0219828767847439,50.24937810560445
14336_mask.png,15,785.0,112.18376618407356,1.818636740349779,42.190046219457976
14336_mask.png,16,1705.0,152.95331880577402,1.1434277670747748,49.49747468305833
14336_mask.png,17,1843.0,157.78174593052023,1.0267181031774173,48.877397639399746
14336_mask.png,18,1939.0,162.36753236814712,1.0162506049341522,50.60632371551998
14336_mask.png,19,1695.0,151.53910524340094,1.0331088356949754,47.70744176750625
14336_mask.png,20,1792.0,156.0243866176395,1.1223657768161266,50.24937810560445
14336_mask.png,21,2285.0,175.6812408671319,1.023956073018781,54.644304369257
14336_mask.png,22,1851.0,161.1959594928933,1.2200509594044453,53.85164807134504
14336_mask.png,23,353.0,79.698484809835,2.369517732698196,33.06055050963308
14336_mask.png,24,1491.0,141.29646455628165,1.0569530990298779,45.27692569068709
14336_mask.png,25,1280.0,130.71067811865476,1.095395462899548,42.20189569201838
14336_mask.png,26,1217.0,128.46803743153546,1.1061241494664753,40.792156108742276
14336_mask.png,27,1504.0,142.95331880577402,1.1786369474793552,47.53945729601885
14336_mask.png,28,1720.0,152.61017305526642,1.0979581470178617,48.703182647543684
14336_mask.png,29,1582.0,144.71067811865476,1.0301594815575936,45.617978911828175
14336_mask.png,30,1314.0,133.63961030678928,1.0475828615194884,42.20189569201838
14336_mask.png,31,1703.0,151.19595949289334,1.0380540550026234,47.16990566028302
