image,label,area,perimeter,aspect_ratio,max_diameter
11090_mask.png,1,2397.0,180.50966799187808,1.020395299533631,55.758407437802596
11090_mask.png,2,2206.0,174.02438661763952,1.1153364076093601,56.36488268416781
11090_mask.png,3,2450.0,182.61017305526642,1.0699041169216241,58.60034129593445
11090_mask.png,4,2405.0,181.09545442950497,1.0666157808693983,57.0087712549569
11090_mask.png,5,1714.0,152.12489168102786,1.1003719355601134,49.03060268852505
11090_mask.png,6,1220.0,129.39696961967,1.0740579443180256,40.80441152620633
11090_mask.png,7,2265.0,175.78174593052023,1.0325177137086372,54.78138369920935
11090_mask.png,8,2473.0,183.92388155425118,1.1043806153375466,58.69412236331676
11090_mask.png,9,1878.0,160.0243866176395,1.0868045551760432,50.44799302251776
