image,label,area,perimeter,aspect_ratio,max_diameter
11086_mask.png,1,1912.0,161.78174593052023,1.0373380035040967,50.60632371551998
11086_mask.png,2,2579.0,187.09545442950497,1.056633447423924,58.83026432033091
11086_mask.png,3,2528.0,187.6812408671319,1.323129360494918,64.4980619863884
11086_mask.png,4,2033.0,165.4386001800126,1.0568225403110072,51.78802950489621
11086_mask.png,5,2141.0,173.92388155425118,1.2938549517843798,59.53990258641679
11086_mask.png,6,2290.0,175.78174593052023,1.0937620664277896,56.462376853972415
11086_mask.png,7,1880.0,158.36753236814712,1.0432423945487823,50.0
11086_mask.png,8,1883.0,160.36753236814712,1.0184606661494107,49.76946855251722
